episode,success_ratio,reached_count,steps,mean_reward,sum_reward,uav0_dist,uav1_dist,uav2_dist,uav3_dist,coll_uav_uav,coll_uav_obs,coll_uav_other_tgt,tanet_loss
40,0.25,1,100,-89.62278747558594,-358.49114990234375,0.238941952586174,3.0935051441192627,2.3736915588378906,1.2208185195922852,2,32,0,0.2795778512954712
41,0.25,1,100,-107.41622924804688,-429.6649169921875,1.7589311599731445,2.5729873180389404,2.087456703186035,1.9869186878204346,0,16,0,0.18446868658065796
42,0.25,1,100,-68.33174896240234,-273.3269958496094,3.9571926593780518,2.2450056076049805,2.7038776874542236,0.348911851644516,0,46,0,0.0924578383564949
43,0.25,1,100,-106.20118713378906,-424.80474853515625,1.0747261047363281,1.149268388748169,2.187394618988037,2.553738832473755,0,17,0,0.012512831017374992
44,0.0,0,100,-175.96437072753906,-703.8574829101562,2.0123989582061768,2.5685036182403564,1.869629144668579,3.138396739959717,0,166,0,0.035930708050727844
45,0.5,2,100,-82.84953308105469,-331.39813232421875,0.8773615956306458,4.104919910430908,1.371078610420227,3.179816961288452,0,32,2,0.438258558511734
46,0.25,1,100,-97.15923309326172,-388.6369323730469,2.9660637378692627,0.24958807229995728,1.0876330137252808,3.786175012588501,0,99,0,0.6457544565200806
47,0.5,2,100,-79.65776062011719,-318.63104248046875,0.6244370341300964,2.7596895694732666,2.841567277908325,2.957745313644409,0,51,0,0.09394849836826324
48,0.5,2,100,-106.48230743408203,-425.9292297363281,1.0793206691741943,0.870181679725647,0.5669188499450684,1.4849185943603516,0,106,0,0.06287992745637894
49,0.0,0,100,-110.5506591796875,-442.20263671875,2.4823391437530518,2.161181926727295,2.2965712547302246,3.544546604156494,3,17,0,0.6618001461029053
50,0.25,1,100,-106.73102569580078,-426.9241027832031,2.3478617668151855,2.672747850418091,2.7346444129943848,2.07621693611145,0,68,0,0.010152325965464115
51,0.0,0,100,-114.35784912109375,-457.431396484375,3.462446928024292,3.1336493492126465,2.367105007171631,4.6453728675842285,0,31,4,0.10089829564094543
52,0.0,0,100,-130.0401611328125,-520.16064453125,4.061524391174316,4.641739368438721,3.727208137512207,2.367980718612671,0,111,0,0.25847625732421875
53,0.5,2,100,-52.026153564453125,-208.1046142578125,0.5561633110046387,0.41190436482429504,2.500798225402832,2.05879545211792,0,29,3,0.37479761242866516
54,0.0,0,100,-148.40882873535156,-593.6353149414062,2.4165215492248535,3.504091262817383,4.587342262268066,3.9971156120300293,0,148,0,0.6577041745185852
55,0.0,0,100,-129.76531982421875,-519.061279296875,3.855611801147461,2.859884262084961,1.7137386798858643,2.3055062294006348,0,87,0,0.254199743270874
56,0.0,0,100,-181.64825439453125,-726.593017578125,2.912653684616089,4.062979221343994,5.553580284118652,3.8277056217193604,0,216,0,0.3741825222969055
57,0.25,1,100,-131.05148315429688,-524.2059326171875,0.942237377166748,2.048964500427246,2.6669154167175293,1.4095842838287354,0,63,0,0.7836325764656067
58,0.25,1,100,-82.45145416259766,-329.8058166503906,3.3049774169921875,0.8085308074951172,4.934756755828857,2.312232255935669,0,31,0,0.045606762170791626
59,0.25,1,100,-105.20477294921875,-420.819091796875,0.9687369465827942,4.045083522796631,2.9046449661254883,1.2091145515441895,0,38,0,0.2902791500091553
60,0.0,0,100,-116.75335693359375,-467.013427734375,3.0214197635650635,4.872318267822266,3.8255271911621094,2.593147039413452,9,43,0,0.33598318696022034
61,0.25,1,100,-108.08103942871094,-432.32415771484375,1.0536705255508423,1.2628909349441528,1.8846323490142822,2.0001585483551025,0,33,0,0.006242005154490471
62,0.25,1,100,-83.25120544433594,-333.00482177734375,1.900769829750061,3.0910043716430664,4.493165969848633,2.2753167152404785,0,93,0,0.28851157426834106
63,0.25,1,100,-80.7371826171875,-322.94873046875,2.246164083480835,3.274214267730713,0.6169862747192383,2.4492740631103516,0,8,0,0.01504555158317089
64,0.0,0,100,-122.28887939453125,-489.155517578125,1.698033094406128,3.037754535675049,2.0894336700439453,2.4648842811584473,4,6,0,0.3925960063934326
65,0.0,0,100,-168.16392517089844,-672.6557006835938,2.2234230041503906,5.017470836639404,3.0714495182037354,1.8591663837432861,0,199,0,0.14954021573066711
66,0.25,1,100,-128.83816528320312,-515.3526611328125,3.1780526638031006,1.512934684753418,3.9393365383148193,1.338554859161377,0,150,0,0.02244705893099308
67,0.5,2,100,-67.39021301269531,-269.56085205078125,0.13849838078022003,4.808060169219971,1.7147037982940674,2.556844711303711,0,39,0,0.3889724314212799
68,0.0,0,100,-153.15907287597656,-612.6362915039062,2.6844804286956787,5.1669769287109375,4.307960510253906,0.6781041026115417,0,167,1,0.7483878135681152
69,0.0,0,100,-128.58670043945312,-514.3468017578125,2.448570489883423,4.270318984985352,4.273638725280762,2.704878091812134,17,22,4,0.9450534582138062
70,0.5,2,100,-63.209739685058594,-252.83895874023438,1.2469522953033447,4.0623860359191895,0.31196585297584534,4.98044490814209,0,21,0,2.388444423675537
71,0.0,0,100,-157.1482391357422,-628.5929565429688,3.5840811729431152,4.404738426208496,4.287512302398682,4.216172218322754,3,130,2,0.5332972407341003
72,0.25,1,100,-148.56918334960938,-594.2767333984375,2.4148061275482178,2.1347992420196533,0.5814403295516968,3.7427022457122803,0,149,0,0.9484370946884155
73,0.25,1,100,-116.62181091308594,-466.48724365234375,1.9933182001113892,2.781931161880493,3.7843453884124756,4.604377269744873,29,19,0,0.8080332279205322
74,0.0,0,100,-162.32608032226562,-649.3043212890625,2.0665504932403564,5.310082912445068,3.177238941192627,1.4297853708267212,1,240,0,0.15280967950820923
75,0.25,1,100,-98.15245056152344,-392.60980224609375,1.080924153327942,3.2325568199157715,2.2597877979278564,3.1071834564208984,0,77,0,0.012894652783870697
76,0.5,2,100,-90.171142578125,-360.6845703125,1.758406639099121,1.1525778770446777,1.9352184534072876,2.44506573677063,0,101,0,1.6575324535369873
77,0.25,1,100,-102.56901550292969,-410.27606201171875,2.22939133644104,1.677903652191162,3.7440907955169678,3.1673171520233154,1,25,0,0.08984643220901489
78,0.25,1,100,-85.9984130859375,-343.99365234375,0.5367145538330078,3.002650737762451,2.724771499633789,1.713029146194458,0,20,0,0.020986711606383324
79,0.0,0,100,-145.49676513671875,-581.987060546875,3.565875768661499,4.484415531158447,2.5133678913116455,1.7064599990844727,63,0,0,0.5398479700088501
80,0.25,1,100,-108.94248962402344,-435.76995849609375,2.4947385787963867,1.76034677028656,3.426407814025879,0.5256388187408447,0,52,4,0.3215622901916504
81,0.0,0,100,-180.13421630859375,-720.536865234375,2.2735109329223633,2.276723623275757,2.349832057952881,3.100017547607422,5,205,0,0.9492497444152832
82,0.5,2,100,-85.2376480102539,-340.9505920410156,0.733818769454956,0.396591454744339,2.5095362663269043,4.518650054931641,0,101,0,0.588223397731781
83,0.5,2,100,-51.87331771850586,-207.49327087402344,0.5633832812309265,1.6466388702392578,1.161048173904419,2.6253867149353027,0,10,1,0.027254436165094376
84,0.75,3,100,-41.55601501464844,-166.22406005859375,0.5454519987106323,1.4731814861297607,0.49100902676582336,1.341969609260559,0,36,0,0.03121296316385269
85,0.25,1,100,-97.35945129394531,-389.43780517578125,0.7689716219902039,2.5703604221343994,5.118364334106445,2.202219009399414,0,47,0,0.0099861528724432
86,0.0,0,100,-101.8324966430664,-407.3299865722656,2.5938329696655273,5.306848526000977,6.202356338500977,1.1106382608413696,0,21,0,3.3258678913116455
87,0.5,2,100,-70.58775329589844,-282.35101318359375,0.7534049153327942,1.6198742389678955,3.557042121887207,2.5353894233703613,2,12,0,0.24367019534111023
88,0.0,0,100,-145.6907196044922,-582.7628784179688,4.164397716522217,2.1154584884643555,5.285091876983643,2.62615704536438,0,129,3,0.18321484327316284
89,0.25,1,100,-145.684814453125,-582.7392578125,4.220800876617432,5.079960346221924,2.3025689125061035,5.41645622253418,0,146,0,1.6229920387268066
90,0.0,0,100,-178.1147003173828,-712.4588012695312,5.140509128570557,2.310739517211914,2.8118629455566406,3.7947535514831543,1,134,0,0.3518071174621582
91,0.0,0,100,-109.22058868408203,-436.8823547363281,3.401456356048584,2.5034663677215576,3.346130609512329,1.1531007289886475,0,75,0,0.04656120017170906
92,0.0,0,100,-158.7862091064453,-635.1448364257812,2.5716984272003174,2.348437547683716,4.06456995010376,1.5959646701812744,0,94,0,0.4930879473686218
93,0.25,1,100,-100.53776550292969,-402.15106201171875,0.7122374176979065,1.4296858310699463,4.285122871398926,0.3150215744972229,0,104,0,0.3591286540031433
94,0.0,0,100,-155.50146484375,-622.005859375,3.9347331523895264,2.104456901550293,3.5885956287384033,2.5527703762054443,0,201,0,0.9620289206504822
95,0.0,0,100,-111.43333435058594,-445.73333740234375,3.15155291557312,3.5750231742858887,3.1956958770751953,5.4662652015686035,3,42,0,0.8518623113632202
96,0.25,1,100,-83.448486328125,-333.7939453125,3.109928607940674,4.915961742401123,3.0592288970947266,5.756691932678223,0,59,0,2.429020404815674
97,0.0,0,100,-102.21794891357422,-408.8717956542969,4.51009464263916,2.7937211990356445,3.8800840377807617,2.55753231048584,0,19,0,0.02758234180510044
98,0.5,2,100,-81.53288269042969,-326.13153076171875,2.8077476024627686,1.2789900302886963,5.017519474029541,1.2000997066497803,0,60,0,1.6029819250106812
99,0.25,1,100,-110.94772338867188,-443.7908935546875,3.6795356273651123,2.254274845123291,1.4636027812957764,1.2496647834777832,2,17,0,0.19614441692829132
100,0.0,0,100,-167.83253479003906,-671.3301391601562,4.910738468170166,2.806166648864746,6.282650947570801,2.1863818168640137,2,200,0,0.7458179593086243
101,0.25,1,100,-135.69793701171875,-542.791748046875,2.2086031436920166,2.605599880218506,0.20842421054840088,2.611952781677246,0,215,0,0.08601310849189758
102,0.0,0,100,-174.6685028076172,-698.6740112304688,3.088146686553955,3.700357675552368,1.8154137134552002,1.8951867818832397,0,163,0,0.031689781695604324
103,0.25,1,100,-102.29497528076172,-409.1799011230469,3.0024120807647705,1.542349934577942,2.9014787673950195,1.1021567583084106,1,10,0,1.2806159257888794
104,0.25,1,100,-77.34757232666016,-309.3902893066406,1.5880343914031982,4.250725746154785,6.451406478881836,2.7294845581054688,0,55,0,0.13898277282714844
105,0.25,1,100,-91.43540954589844,-365.74163818359375,0.368765264749527,2.930593967437744,4.429880619049072,2.7265870571136475,0,11,0,0.376716673374176
106,0.25,1,100,-94.68669128417969,-378.74676513671875,3.429710626602173,3.1933908462524414,1.1335761547088623,2.194270133972168,0,46,0,0.016290806233882904
107,0.25,1,100,-61.135162353515625,-244.5406494140625,0.5469239950180054,2.9544553756713867,2.127450942993164,3.315401315689087,0,18,0,0.1765219271183014
108,0.25,1,100,-87.2370834350586,-348.9483337402344,0.6258410811424255,1.943314552307129,3.4298768043518066,2.352199077606201,0,15,0,0.1591566652059555
109,0.25,1,100,-185.80349731445312,-743.2139892578125,4.540177345275879,2.6082277297973633,5.064955711364746,3.4282338619232178,0,198,0,0.4550832211971283
110,0.25,1,100,-119.79396057128906,-479.17584228515625,0.476999968290329,2.098599910736084,2.521207332611084,1.6401607990264893,0,110,0,1.825075626373291
111,0.0,0,100,-195.63316345214844,-782.5326538085938,5.044763565063477,2.7115466594696045,3.9881558418273926,2.331630229949951,3,194,0,1.7427904605865479
112,0.0,0,100,-177.8472900390625,-711.38916015625,2.8412322998046875,3.102168560028076,3.1841509342193604,4.336064338684082,0,223,0,0.5177842974662781
113,0.25,1,100,-141.5786590576172,-566.3146362304688,6.770594596862793,1.629757046699524,0.9004565477371216,2.249497890472412,0,130,0,0.30150988698005676
114,0.25,1,100,-81.14787292480469,-324.59149169921875,0.45396772027015686,2.525625705718994,2.8784899711608887,3.103261947631836,0,22,0,0.3256530463695526
115,0.25,1,100,-80.88729858398438,-323.5491943359375,5.526198387145996,1.2876155376434326,1.1910572052001953,1.604097843170166,0,15,0,0.05181005969643593
116,0.0,0,100,-129.18258666992188,-516.7303466796875,3.1406092643737793,2.4298787117004395,4.337615966796875,2.345008373260498,0,118,0,0.02523259073495865
117,0.0,0,100,-126.30836486816406,-505.23345947265625,5.219503879547119,1.9078822135925293,4.40413236618042,3.506103277206421,50,39,0,0.4073564410209656
118,0.0,0,100,-133.40956115722656,-533.6382446289062,4.258844375610352,2.059856414794922,3.610295295715332,2.455995798110962,0,97,6,0.0967378243803978
119,0.0,0,100,-186.61569213867188,-746.4627685546875,2.5879180431365967,3.1355795860290527,3.9301109313964844,2.50783634185791,2,261,0,0.09150665998458862
120,0.25,1,100,-119.99535369873047,-479.9814147949219,1.5347357988357544,0.8725502490997314,2.294771671295166,2.2951056957244873,0,97,4,0.021599309518933296
121,0.25,1,100,-89.6636962890625,-358.65478515625,2.900524139404297,0.8044952154159546,4.878760814666748,3.0810322761535645,0,28,2,0.028091968968510628
122,0.75,3,100,-81.89315795898438,-327.5726318359375,0.7206661105155945,2.236330986022949,0.20302000641822815,1.1872678995132446,0,117,2,0.3900606632232666
123,0.25,1,100,-76.96920776367188,-307.8768310546875,1.9500634670257568,0.31113240122795105,3.439425468444824,1.6085929870605469,0,100,0,0.01336672529578209
124,0.25,1,100,-111.16844177246094,-444.67376708984375,1.4091297388076782,4.513680458068848,4.74133825302124,2.24188232421875,0,119,0,0.023404397070407867
125,0.0,0,100,-107.49082946777344,-429.96331787109375,5.421642780303955,2.9503562450408936,4.631345272064209,2.456023931503296,0,63,0,0.1808902621269226
126,0.5,2,100,-66.98881530761719,-267.95526123046875,5.890651226043701,0.2257775068283081,3.610624074935913,1.7856318950653076,0,48,1,0.03590173274278641
127,0.25,1,100,-161.7762451171875,-647.10498046875,1.9738614559173584,2.373375177383423,2.038621187210083,1.752935528755188,0,200,0,0.05927219241857529
128,0.0,0,100,-166.66079711914062,-666.6431884765625,5.916015625,5.44488525390625,1.096445083618164,3.4301066398620605,0,82,0,0.33230364322662354
129,0.5,2,100,-68.45043182373047,-273.8017272949219,0.6241461634635925,2.086582660675049,1.0888104438781738,2.773101806640625,0,29,0,0.5081945657730103
130,0.0,0,100,-129.46139526367188,-517.8455810546875,4.524925231933594,2.165571451187134,1.686702013015747,1.905700922012329,0,41,0,0.3590143024921417
131,0.25,1,100,-114.70790100097656,-458.83160400390625,5.702472686767578,1.7520442008972168,6.482410907745361,2.1333069801330566,0,78,2,0.4224165081977844
132,0.25,1,100,-119.24002075195312,-476.9600830078125,3.7393109798431396,1.8395497798919678,4.496374130249023,2.7442593574523926,0,192,0,0.16979914903640747
133,0.0,0,100,-103.35148620605469,-413.40594482421875,4.89301872253418,2.3692331314086914,6.98633337020874,3.88303804397583,0,78,4,1.1590876579284668
134,0.25,1,100,-64.9261245727539,-259.7044982910156,0.4620210528373718,2.5923657417297363,2.3954687118530273,2.071951389312744,0,46,0,0.0553569421172142
135,0.0,0,100,-148.93649291992188,-595.7459716796875,5.95986270904541,2.4693660736083984,3.6520612239837646,2.2907087802886963,0,115,0,0.17615103721618652
136,0.5,2,100,-124.74038696289062,-498.9615478515625,5.811784267425537,2.3557004928588867,3.2394893169403076,2.706920862197876,0,206,2,0.9317312240600586
137,0.25,1,100,-127.02540588378906,-508.10162353515625,4.990234851837158,0.727446436882019,5.858736038208008,1.1968839168548584,0,94,0,0.29542145133018494
138,0.5,2,100,-73.80268096923828,-295.2107238769531,0.1569826900959015,2.99286150932312,1.7379202842712402,1.5194411277770996,0,12,0,0.1344786286354065
139,0.0,0,100,-117.50859069824219,-470.03436279296875,3.3298041820526123,4.231013774871826,6.709881782531738,2.4626243114471436,0,60,0,0.3202555179595947
140,0.0,0,100,-107.45916748046875,-429.836669921875,1.5294058322906494,4.615409851074219,6.568305015563965,2.768456220626831,0,155,0,0.2732178866863251
141,0.5,2,100,-62.08301544189453,-248.33206176757812,1.765709400177002,5.424992561340332,1.5029586553573608,2.076659679412842,0,70,2,0.100172258913517
142,0.0,0,100,-133.6279296875,-534.51171875,4.838020324707031,4.815886974334717,2.5035853385925293,1.0704631805419922,0,171,2,0.10512487590312958
143,0.5,2,100,-61.911956787109375,-247.6478271484375,0.6712931394577026,0.4818004369735718,7.434540748596191,0.6746026873588562,0,32,1,0.6507103443145752
144,0.25,1,100,-118.50782775878906,-474.03131103515625,6.563648223876953,4.76329231262207,2.5957555770874023,2.4972105026245117,0,167,0,0.23745501041412354
145,0.25,1,100,-96.921875,-387.6875,5.735997200012207,0.4996488690376282,4.387415409088135,3.6075823307037354,0,45,0,0.6405327320098877
146,0.0,0,100,-118.98490905761719,-475.93963623046875,5.7406511306762695,1.6138942241668701,5.91326904296875,0.7993868589401245,0,58,0,0.1632079780101776
147,0.5,2,100,-99.34980773925781,-397.39923095703125,6.743762493133545,0.4693647027015686,4.892098426818848,1.776526689529419,0,91,0,0.37143802642822266
148,0.25,1,100,-131.99412536621094,-527.9765014648438,5.509883880615234,1.7882535457611084,6.230062007904053,2.726043462753296,0,123,4,0.14285294711589813
149,0.25,1,100,-120.9402847290039,-483.7611389160156,1.6420021057128906,2.2723028659820557,5.678539752960205,2.104640007019043,0,70,4,0.14668186008930206
150,0.25,1,100,-107.18746948242188,-428.7498779296875,5.2593560218811035,3.82651948928833,0.14331665635108948,2.280621290206909,0,107,0,0.07936197519302368
151,0.25,1,100,-116.77728271484375,-467.109130859375,0.8967201113700867,2.5168728828430176,5.407041072845459,4.419221878051758,0,122,0,0.15209293365478516
152,0.5,2,100,-63.54966354370117,-254.1986541748047,0.8887640237808228,2.1552062034606934,6.464010715484619,0.8546902537345886,0,54,0,0.016448188573122025
153,0.5,2,100,-120.30616760253906,-481.22467041015625,3.4680209159851074,2.631946563720703,5.24209451675415,2.6297764778137207,0,150,0,0.09373560547828674
154,0.25,1,100,-96.99370574951172,-387.9748229980469,1.6340632438659668,5.157744407653809,3.906496524810791,2.910858154296875,0,43,0,0.6763454079627991
155,0.25,1,100,-100.83616638183594,-403.34466552734375,1.4830021858215332,2.2892165184020996,2.2088446617126465,2.850010871887207,1,53,0,1.7832773923873901
156,0.0,0,100,-120.81167602539062,-483.2467041015625,4.022619724273682,4.614219665527344,5.805361747741699,1.6837637424468994,0,145,24,0.39043229818344116
157,0.25,1,100,-92.7923583984375,-371.16943359375,3.395829439163208,0.6687100529670715,4.682928562164307,2.485166549682617,0,39,0,0.05323117971420288
158,0.25,1,100,-54.70958709716797,-218.83834838867188,0.4059828519821167,2.4365177154541016,5.0012030601501465,1.0850383043289185,0,0,2,0.10516428202390671
159,0.0,0,100,-117.21676635742188,-468.8670654296875,4.802417278289795,5.00051212310791,5.954553604125977,3.739083766937256,0,94,0,0.036214251071214676
160,0.0,0,100,-161.0666961669922,-644.2667846679688,4.459267616271973,3.954530715942383,6.173793315887451,2.582275152206421,0,117,0,0.1548498421907425
161,0.0,0,100,-119.99176025390625,-479.967041015625,3.1656429767608643,2.27396821975708,5.233409881591797,3.3297643661499023,0,54,0,0.10519839823246002
162,0.25,1,100,-139.22940063476562,-556.9176025390625,6.578300952911377,1.795627236366272,2.4474759101867676,2.1287381649017334,0,207,2,0.41409915685653687
163,0.0,0,100,-189.60179138183594,-758.4071655273438,5.818389415740967,3.1020469665527344,2.449148654937744,3.5344669818878174,0,186,0,0.5792845487594604
164,0.5,2,100,-80.83317565917969,-323.33270263671875,0.3639792203903198,1.3234736919403076,4.018511772155762,3.5839319229125977,0,22,4,0.2924886643886566
165,0.0,0,100,-134.86781311035156,-539.4712524414062,4.143986701965332,5.0082173347473145,4.861098766326904,2.234081506729126,0,79,0,0.3961520791053772
166,0.25,1,100,-112.96180725097656,-451.84722900390625,5.722343444824219,2.8206892013549805,5.122093200683594,2.2992091178894043,0,93,0,0.7743349075317383
167,0.5,2,100,-112.06327819824219,-448.25311279296875,5.5372233390808105,3.644148349761963,1.5805909633636475,4.337975025177002,0,195,2,0.2969263792037964
168,0.0,0,100,-145.9959716796875,-583.98388671875,5.07927131652832,4.761719703674316,1.4403643608093262,3.827784538269043,0,144,0,0.7208964228630066
169,0.25,1,100,-107.21174621582031,-428.84698486328125,4.956882953643799,2.5312111377716064,4.853331565856934,3.6258857250213623,0,43,0,0.16975758969783783
170,0.5,2,100,-61.389488220214844,-245.55795288085938,2.8123655319213867,3.1980085372924805,5.351866722106934,2.3375697135925293,0,20,5,0.6134418249130249
171,0.25,1,100,-127.70344543457031,-510.81378173828125,2.3336172103881836,3.6357922554016113,0.4363976716995239,3.451284408569336,0,97,0,1.688202977180481
172,0.25,1,100,-99.96603393554688,-399.8641357421875,5.538456916809082,1.2031002044677734,6.333246231079102,2.243974208831787,0,55,3,0.4524574875831604
173,0.5,2,100,-112.54322814941406,-450.17291259765625,3.7679615020751953,0.5925150513648987,3.7446038722991943,0.3736400604248047,0,166,0,0.19857361912727356
174,0.75,3,100,-38.48491668701172,-153.93966674804688,1.0200947523117065,0.7953797578811646,0.46192866563796997,5.218626022338867,0,0,2,0.010801075026392937
175,0.0,0,100,-161.912353515625,-647.6494140625,4.389861583709717,3.0751216411590576,6.5276780128479,3.9159460067749023,0,169,0,0.6831514835357666
176,0.75,3,100,-29.991531372070312,-119.96612548828125,6.459830284118652,1.7933446168899536,0.65065598487854,0.16505293548107147,0,31,0,0.33626115322113037
177,0.25,1,100,-103.03241729736328,-412.1296691894531,2.33612322807312,6.3126983642578125,6.116532325744629,1.8027262687683105,0,67,3,0.3843766450881958
