episode,avg_reward,episode_length,high_priority_success,uav0_dist,uav1_dist,uav2_dist,uav3_dist,coll_uav_uav,coll_uav_obs,coll_uav_other_task,uav0_finish,uav1_finish,uav2_finish,uav3_finish
1544,19.258291244506836,300,1.0,2.7146122455596924,0.4048406481742859,2.3416435718536377,4.988828659057617,0,0,0,300,300,300,300
1545,-29.96340560913086,300,0.5,20.089929580688477,0.9674501419067383,5.55084753036499,17.833253860473633,0,0,0,-1,300,300,-1
1546,-44.17681884765625,300,0.5,18.9484806060791,2.4500679969787598,1.3157387971878052,20.341100692749023,0,0,7,-1,300,300,-1
1547,-76.71824645996094,300,0.5,3.564681053161621,17.100479125976562,1.2110828161239624,17.416013717651367,0,2,0,300,-1,300,-1
1548,-34.85702896118164,300,0.5,19.830310821533203,3.977893352508545,19.68033790588379,0.08376714587211609,0,0,0,-1,300,-1,300
1549,-10.732542991638184,300,0.75,6.4976396560668945,1.4910396337509155,4.956876277923584,19.63643455505371,0,1,0,300,300,300,-1
1550,-31.578624725341797,300,0.5,19.945158004760742,17.500036239624023,1.165696620941162,0.9291782975196838,0,0,0,-1,-1,300,300
1551,-48.222023010253906,300,0.5,16.616003036499023,19.650300979614258,0.7361781597137451,19.473203659057617,0,0,1,300,-1,11,-1
1552,-50.333343505859375,300,0.5,20.004629135131836,17.131824493408203,0.7032431960105896,0.7351964712142944,0,0,0,-1,-1,300,300
1553,-59.1478271484375,300,0.5,9.642306327819824,19.668804168701172,3.230067253112793,20.174428939819336,0,0,3,300,-1,300,-1
1554,-8.044793128967285,300,0.75,2.692199945449829,17.603912353515625,2.382934093475342,4.220396041870117,0,0,0,300,-1,300,300
1555,-40.46913146972656,300,0.5,1.345220685005188,18.863370895385742,0.9287101030349731,17.826370239257812,0,13,0,300,-1,300,-1
1556,-0.5063943862915039,300,0.75,20.501184463500977,1.4259384870529175,1.8939963579177856,2.151397228240967,0,0,0,-1,300,300,300
1557,19.55399513244629,300,1.0,0.07507529854774475,1.9716784954071045,2.0592758655548096,1.2931185960769653,0,0,5,300,300,300,300
1558,0.6732006072998047,300,0.75,19.58104705810547,1.2923924922943115,0.22023166716098785,2.5496718883514404,0,3,0,-1,300,300,300
1559,-29.50931167602539,300,0.5,16.378686904907227,1.4566558599472046,2.4154856204986572,16.220176696777344,0,4,0,-1,300,300,-1
1560,-261.87335205078125,300,0.25,19.504777908325195,19.6220703125,1.3608149290084839,18.716768264770508,0,5,133,-1,-1,300,-1
1561,0.8493037223815918,300,0.75,17.310405731201172,2.51237154006958,4.734375,0.4270308315753937,0,0,0,-1,300,300,300
1562,-50.372413635253906,300,0.5,1.5710475444793701,20.73837661743164,1.7550010681152344,19.91361427307129,0,5,0,300,-1,300,-1
1563,-7.848834991455078,300,0.75,2.2280828952789307,1.2140088081359863,19.974943161010742,2.1175036430358887,0,4,0,300,300,-1,300
1564,-51.07646942138672,300,0.5,19.345476150512695,3.5083725452423096,19.294750213623047,1.093735694885254,0,6,3,-1,300,-1,300
1565,-15.262838363647461,300,0.75,20.262022018432617,2.5808732509613037,1.1163281202316284,3.185236692428589,0,7,0,-1,300,300,300
1566,20.616811752319336,300,1.0,2.443957805633545,2.499232769012451,0.7298265099525452,1.004496693611145,0,0,0,300,300,300,300
1567,-20.442543029785156,300,1.0,2.949017286300659,2.0951950550079346,4.760080814361572,3.060168981552124,0,25,0,300,300,300,300
1568,-37.92817306518555,300,0.5,1.220582365989685,17.546810150146484,20.349803924560547,2.712942123413086,0,10,0,300,-1,-1,300
1569,-2.1574764251708984,300,0.75,17.672122955322266,1.5010182857513428,1.833533763885498,1.8708046674728394,0,0,0,-1,300,300,300
1570,-45.938323974609375,300,0.25,17.2632999420166,16.79506492614746,6.781894683837891,17.571861267089844,0,0,2,-1,-1,300,-1
1571,-39.06989288330078,300,0.5,20.54583168029785,3.54580020904541,0.9329031705856323,19.85959243774414,0,0,2,-1,300,300,-1
1572,-34.58296585083008,300,0.75,16.075721740722656,17.091590881347656,2.0444023609161377,8.206298828125,0,12,0,300,-1,300,300
1573,0.12062573432922363,300,1.0,0.3439086675643921,10.446669578552246,3.0885424613952637,3.395066976547241,0,9,0,300,300,300,300
1574,-59.18575668334961,300,0.5,19.473726272583008,19.390050888061523,0.9433371424674988,11.784143447875977,0,0,0,-1,-1,300,300
1575,-42.09170913696289,300,0.5,19.92661476135254,17.359973907470703,0.521477222442627,2.018946886062622,0,0,0,-1,-1,300,300
1576,-61.47062301635742,300,0.25,20.298505783081055,14.881867408752441,19.250778198242188,0.5726404190063477,0,1,0,-1,-1,-1,300
1577,-84.42840576171875,300,0.25,20.34273338317871,3.6120047569274902,19.921846389770508,16.370363235473633,0,20,0,-1,300,-1,-1
1578,-29.302555084228516,300,0.5,16.92599868774414,2.6339914798736572,0.8760048151016235,18.818828582763672,0,4,0,-1,300,300,-1
1579,-38.7786979675293,300,0.5,1.970839262008667,19.61215591430664,0.8235281705856323,19.759469985961914,0,0,0,300,-1,300,-1
1580,-23.302322387695312,300,0.75,18.703582763671875,1.4160699844360352,1.0423368215560913,2.493076801300049,0,10,0,-1,300,300,300
1581,-26.422271728515625,300,0.75,0.8767654299736023,17.27096176147461,3.3356494903564453,9.170733451843262,0,0,0,300,-1,300,300
1582,-55.421295166015625,300,0.5,19.80533790588379,2.394646644592285,4.26727819442749,17.281213760375977,0,20,0,-1,300,300,-1
1583,-31.55156898498535,300,0.5,19.835968017578125,19.458576202392578,1.2175967693328857,1.5887194871902466,0,0,0,-1,-1,300,300
1584,-13.584128379821777,300,0.75,11.143314361572266,19.77984619140625,1.257658839225769,0.912969172000885,0,0,0,300,-1,300,300
1585,-43.46520233154297,300,0.5,20.165019989013672,14.631675720214844,0.5973014235496521,19.33158302307129,0,0,0,-1,300,300,-1
1586,25.620935440063477,300,1.0,0.21534691751003265,0.6243867874145508,0.7490474581718445,3.602487564086914,0,0,0,300,300,300,300
1587,-12.251662254333496,300,0.75,20.32728385925293,7.971487522125244,5.598747730255127,2.7742502689361572,0,0,0,-1,300,300,300
1588,-32.774322509765625,300,0.5,16.181638717651367,19.27605438232422,1.7329318523406982,0.49747806787490845,0,3,0,-1,-1,300,300
1589,21.377843856811523,300,1.0,1.6545993089675903,0.6670596599578857,2.1716065406799316,3.4433388710021973,1,0,0,300,300,300,300
1590,-10.984560012817383,300,0.75,1.748884916305542,19.581727981567383,4.223687648773193,0.5928428173065186,0,0,10,300,-1,300,300
1591,-31.462936401367188,300,0.5,20.08926010131836,18.89876937866211,5.308465480804443,2.4934804439544678,0,0,0,-1,-1,300,300
1592,-39.04706573486328,300,0.5,18.938823699951172,19.831140518188477,1.2254315614700317,1.9934386014938354,0,0,0,-1,-1,300,300
1593,-73.70359802246094,300,0.25,20.057710647583008,19.895063400268555,16.993223190307617,7.795417308807373,0,10,0,-1,-1,-1,300
1594,-20.412967681884766,300,0.5,16.28798484802246,19.50570297241211,2.362295389175415,2.083346366882324,0,0,0,-1,-1,300,300
1595,-68.79437255859375,300,0.5,0.9417203068733215,17.25470733642578,1.7694168090820312,18.130800247192383,0,0,0,300,-1,300,-1
1596,-4.448176383972168,300,0.75,1.3080754280090332,12.634382247924805,0.799197256565094,0.4330250024795532,0,0,1,300,-1,300,300
1597,-104.88993072509766,300,0.75,1.693097710609436,19.957937240600586,2.110795497894287,0.362144410610199,3,12,73,300,-1,300,300
1598,-0.3186759948730469,300,0.75,18.381908416748047,0.2932766079902649,1.3835724592208862,0.7607009410858154,0,0,0,-1,300,300,300
1599,-92.35594940185547,300,0.25,18.053653717041016,20.117399215698242,15.874951362609863,2.470240354537964,0,9,0,-1,-1,-1,300
1600,25.028823852539062,300,1.0,2.376059055328369,0.895439088344574,0.3003374934196472,2.6411592960357666,0,0,0,300,300,300,300
1601,-11.664960861206055,300,1.0,10.878558158874512,1.860565423965454,1.7421010732650757,1.9860854148864746,0,22,0,300,300,300,300
1602,-27.896438598632812,300,0.75,13.013547897338867,1.1450444459915161,0.43607643246650696,2.491833209991455,0,3,0,-1,300,300,300
1603,-11.25149917602539,300,0.75,0.13761186599731445,2.7630667686462402,19.781320571899414,0.6397258639335632,0,9,0,300,300,-1,300
1604,-4.646007061004639,300,0.75,0.8049125671386719,6.3726301193237305,20.162927627563477,1.1641908884048462,0,2,0,300,300,-1,300
1605,-25.784334182739258,300,0.75,0.0161777101457119,16.90028953552246,0.8665682077407837,0.7826032042503357,0,0,0,300,-1,300,300
1606,-22.324066162109375,300,0.5,19.70846939086914,17.82143211364746,1.468322515487671,0.47840577363967896,0,0,0,-1,-1,300,300
1607,-162.29388427734375,300,0.75,2.534303665161133,1.5653700828552246,2.4987761974334717,18.492734909057617,0,6,101,300,22,34,-1
1608,19.64118194580078,300,1.0,3.005523443222046,0.8053956627845764,1.4512395858764648,6.758105278015137,0,0,0,300,300,300,300
1609,-57.57710266113281,300,0.5,20.251399993896484,0.9979233741760254,2.3881685733795166,13.118962287902832,0,3,0,-1,300,300,-1
1610,15.236417770385742,300,1.0,3.4065537452697754,1.7602773904800415,2.149552345275879,1.0763283967971802,0,2,0,300,300,300,300
1611,-44.510765075683594,300,0.5,1.8919823169708252,4.3653483390808105,19.482725143432617,19.621828079223633,0,0,0,300,300,-1,-1
1612,-1.2489638328552246,300,1.0,1.552994966506958,3.7658722400665283,0.9830634593963623,2.3364479541778564,0,17,0,300,300,300,300
1613,-111.15382385253906,300,0.25,19.422842025756836,13.117409706115723,20.1088924407959,1.664291501045227,0,9,0,-1,-1,-1,300
1614,-21.16053009033203,300,0.75,20.371776580810547,11.230782508850098,6.268516540527344,0.9776809811592102,0,0,0,-1,300,300,300
1615,-84.03363037109375,300,0.5,19.402570724487305,0.8683494925498962,1.4172632694244385,13.181523323059082,0,0,0,-1,300,300,-1
1616,-49.19404220581055,300,0.25,16.47743034362793,19.835453033447266,0.0708305686712265,20.314668655395508,0,0,0,-1,-1,300,-1
1617,-19.32356834411621,300,0.75,7.675976276397705,3.6165599822998047,20.158321380615234,0.13805817067623138,0,0,0,300,300,-1,300
1618,-32.06409454345703,300,0.75,1.1001689434051514,2.4711694717407227,5.8606696128845215,19.907657623291016,0,1,0,300,300,300,-1
1619,-13.799999237060547,300,0.75,0.6217148303985596,17.315866470336914,14.808204650878906,0.07188402116298676,0,4,0,300,-1,300,300
1620,20.648895263671875,300,1.0,1.3002123832702637,10.135921478271484,1.8345690965652466,1.5874860286712646,0,0,0,300,300,300,300
1621,-110.61813354492188,300,0.25,19.672157287597656,16.09344482421875,20.02863311767578,1.706374168395996,0,18,18,-1,-1,-1,300
1622,-20.90271759033203,300,0.5,1.5477153062820435,1.4920175075531006,19.550809860229492,20.6262149810791,0,0,0,300,300,-1,-1
1623,19.389528274536133,300,1.0,1.095700740814209,1.5640981197357178,4.744818687438965,2.832120656967163,0,1,0,300,300,300,300
1624,-35.85285949707031,300,0.75,18.19976806640625,1.8458960056304932,2.257793426513672,8.570533752441406,0,7,0,-1,300,300,300
1625,-20.286258697509766,300,0.5,19.91510009765625,21.109481811523438,1.328988790512085,1.8315503597259521,0,0,0,-1,-1,300,300
1626,3.5017175674438477,300,0.75,0.9679203629493713,3.409855365753174,20.06718635559082,0.12750321626663208,0,0,2,300,300,-1,300
1627,-141.34922790527344,300,0.5,15.064462661743164,18.836883544921875,3.0365848541259766,1.4571737051010132,0,85,0,-1,-1,300,300
1628,-22.330387115478516,300,0.75,16.681583404541016,10.82809066772461,1.795486330986023,5.991223335266113,0,0,0,-1,300,300,300
1629,-13.388947486877441,300,0.75,2.48282790184021,2.835479259490967,19.46399688720703,1.7069066762924194,0,0,0,300,300,-1,300
1630,-78.39241790771484,300,0.25,19.254024505615234,13.503786087036133,16.629486083984375,2.9862136840820312,0,2,0,-1,-1,-1,300
1631,27.165218353271484,300,1.0,1.828066110610962,0.2461148500442505,0.8902265429496765,0.6892954707145691,0,0,0,300,300,300,300
1632,-107.04167938232422,300,0.75,2.7155306339263916,2.1592273712158203,0.9312280416488647,16.865041732788086,0,70,0,300,300,300,-1
1633,-47.65171813964844,300,0.5,0.5431254506111145,19.660892486572266,1.893362283706665,16.246854782104492,0,9,0,300,-1,300,-1
1634,-27.514751434326172,300,0.75,1.370550274848938,13.976043701171875,20.30902099609375,0.9818883538246155,0,12,3,300,300,-1,300
1635,16.88633155822754,300,1.0,1.1909462213516235,1.1579279899597168,2.455012083053589,4.166705131530762,0,0,0,300,300,300,300
1636,-4.599966049194336,300,0.75,1.0616710186004639,2.0977180004119873,19.71537208557129,1.750746250152588,0,0,0,300,300,-1,300
1637,-34.65264892578125,300,0.5,19.83293342590332,10.184305191040039,3.3065316677093506,16.97215461730957,0,0,0,-1,300,300,-1
1638,-34.58450698852539,300,0.75,18.755126953125,2.5740017890930176,0.8885181546211243,1.137703776359558,0,14,0,-1,300,300,300
1639,-114.98467254638672,300,0.5,1.6818488836288452,19.72562026977539,0.9313241243362427,19.777936935424805,1,1,70,300,300,15,-1
1640,1.515401840209961,300,0.75,1.2930477857589722,2.278064250946045,0.46487870812416077,19.333410263061523,0,0,0,300,300,300,-1
1641,-28.422786712646484,300,0.5,19.140151977539062,0.9124462008476257,2.604929208755493,20.02374839782715,0,0,2,-1,300,300,-1
1642,-78.91860961914062,300,0.0,20.015762329101562,18.238834381103516,17.019207000732422,17.524860382080078,0,0,0,-1,-1,-1,-1
1643,-46.8331298828125,300,0.75,19.556102752685547,2.8860397338867188,0.6107224822044373,11.962188720703125,0,8,0,-1,300,300,300
1644,-1.6931381225585938,300,0.75,8.536666870117188,1.269292950630188,1.978892207145691,20.09573745727539,0,0,0,300,300,300,-1
1645,-13.961539268493652,300,0.75,0.5449000597000122,1.2118678092956543,20.112585067749023,4.471462726593018,0,1,2,300,300,-1,300
1646,-228.7660369873047,300,0.25,16.85479736328125,19.442916870117188,20.106876373291016,15.514734268188477,0,0,111,-1,-1,-1,300
1647,-18.19464874267578,300,0.75,1.664265513420105,1.380066156387329,6.742003917694092,19.564163208007812,0,10,0,300,300,300,-1
1648,-106.99571228027344,300,0.25,19.453208923339844,15.080887794494629,0.343923419713974,13.547420501708984,0,0,0,-1,-1,300,-1
1649,-11.146048545837402,300,0.75,1.156960368156433,1.044103741645813,19.856538772583008,3.89792537689209,0,6,0,300,300,-1,300
1650,-58.458763122558594,300,0.25,20.399978637695312,19.88260269165039,0.49171534180641174,20.324541091918945,0,0,0,-1,-1,300,-1
1651,-52.25938415527344,300,0.5,17.10639190673828,1.3792527914047241,16.532663345336914,12.909085273742676,0,1,2,-1,300,-1,300
1652,5.06024169921875,300,1.0,13.017287254333496,3.2659189701080322,3.248070001602173,2.103318452835083,0,0,0,300,300,300,300
1653,-16.59454345703125,300,0.75,2.108755111694336,2.5696184635162354,1.8871917724609375,18.992223739624023,0,7,0,300,300,300,-1
1654,22.168365478515625,300,1.0,3.6069395542144775,1.415518045425415,2.5367164611816406,1.5285320281982422,0,0,0,300,300,300,300
1655,-56.449771881103516,300,0.25,2.590221405029297,16.343664169311523,18.704383850097656,18.415952682495117,0,0,0,300,-1,-1,-1
1656,-31.31865692138672,300,0.5,2.7018544673919678,20.67035484313965,1.8092273473739624,19.707447052001953,0,0,2,300,-1,300,-1
1657,-117.5628433227539,300,0.75,2.645254373550415,3.642819404602051,19.5218563079834,19.41688346862793,0,0,74,300,300,-1,300
1658,-61.84250259399414,300,0.5,18.324016571044922,3.4341142177581787,1.6853047609329224,17.895864486694336,0,11,5,-1,300,300,-1
1659,-43.134986877441406,300,0.5,1.1919022798538208,18.671405792236328,19.630338668823242,17.089691162109375,0,0,3,300,-1,-1,300
1660,-62.13579177856445,300,0.5,0.822576642036438,19.27159309387207,17.86540985107422,1.29188072681427,0,0,0,300,-1,-1,300
1661,-24.924175262451172,300,0.75,19.464744567871094,2.181877851486206,3.2663044929504395,0.5395223498344421,0,7,1,-1,300,300,300
1662,13.504501342773438,300,1.0,10.353019714355469,10.13139533996582,1.214284062385559,0.4829457700252533,0,0,0,300,300,300,300
1663,-1.6964073181152344,300,0.75,18.913705825805664,0.2016904205083847,8.831215858459473,1.1656135320663452,0,0,0,-1,300,300,300
1664,-8.587347030639648,300,0.75,2.6920716762542725,19.945276260375977,10.630437850952148,3.986250638961792,0,0,0,300,-1,300,300
1665,16.27602195739746,300,1.0,1.1393722295761108,1.0536633729934692,1.2531416416168213,4.288026809692383,0,7,0,300,300,300,300
1666,-8.148113250732422,300,0.75,2.686741828918457,19.245847702026367,2.80031156539917,3.3829636573791504,0,0,1,300,-1,300,300
1667,0.5170087814331055,300,1.0,2.2810869216918945,1.295608401298523,1.0140199661254883,0.34100398421287537,0,20,0,300,300,300,300
1668,-19.711347579956055,300,0.5,0.2680286467075348,2.6093201637268066,19.383052825927734,16.66111946105957,0,0,0,300,300,-1,-1
1669,-15.857793807983398,300,0.75,0.8132604360580444,17.368995666503906,1.992909550666809,17.191343307495117,0,0,0,300,-1,300,300
1670,-40.20513916015625,300,0.5,13.865674018859863,1.806147813796997,12.897000312805176,11.180956840515137,0,0,0,-1,300,-1,300
1671,-31.350627899169922,300,0.5,1.1438184976577759,19.755475997924805,17.795238494873047,2.1309432983398438,0,0,10,300,-1,-1,300
1672,-45.44872283935547,300,0.75,16.518138885498047,2.4193711280822754,2.54095196723938,3.793753147125244,0,9,0,-1,300,300,300
1673,-24.537322998046875,300,0.75,2.5963072776794434,1.3329271078109741,16.267248153686523,0.6360996961593628,0,20,0,300,300,-1,300
1674,-14.151066780090332,300,0.75,19.49803924560547,2.1933815479278564,1.4300899505615234,2.7894036769866943,0,6,0,-1,300,300,300
1675,-8.254373550415039,300,0.75,13.625068664550781,1.6629756689071655,0.21452540159225464,11.022223472595215,0,0,0,-1,300,300,300
1676,-22.696483612060547,300,0.5,2.2966201305389404,17.085634231567383,1.9943732023239136,19.52582550048828,0,0,0,300,-1,300,-1
1677,-8.994519233703613,300,0.75,19.797731399536133,10.432568550109863,1.5001556873321533,1.0966767072677612,0,0,0,-1,300,300,300
1678,-15.63835620880127,300,0.75,3.1896209716796875,1.0932828187942505,1.390235185623169,19.69745445251465,0,5,0,300,300,300,-1
1679,-24.706106185913086,300,0.5,12.936722755432129,19.737529754638672,0.6493625044822693,0.43863528966903687,0,0,0,-1,-1,300,300
1680,-29.934452056884766,300,0.5,17.31102752685547,1.2294981479644775,20.026100158691406,3.4696998596191406,0,0,0,-1,300,-1,300
1681,-27.052165985107422,300,0.5,20.01695442199707,19.24852180480957,3.0253772735595703,20.018199920654297,0,0,0,-1,300,300,-1
1682,-9.968814849853516,300,0.75,4.725801944732666,19.424020767211914,2.426990509033203,3.763380765914917,0,5,0,300,-1,300,300
1683,17.001155853271484,300,1.0,5.738260746002197,3.34917950630188,2.9383280277252197,0.772914707660675,0,0,0,300,300,300,300
1684,-37.8386116027832,300,0.75,20.293609619140625,2.4086339473724365,3.6597111225128174,3.2567293643951416,0,0,28,-1,300,300,300
1685,-59.867027282714844,300,0.5,2.8733365535736084,17.209060668945312,5.663843631744385,19.095491409301758,0,0,4,43,-1,300,-1
1686,23.84043312072754,300,1.0,0.7610795497894287,1.3945763111114502,1.8476499319076538,2.6008694171905518,0,0,0,300,300,300,300
1687,10.367328643798828,300,1.0,0.5184093117713928,16.404033660888672,11.948345184326172,0.862970232963562,0,0,0,300,300,300,300
1688,-23.937772750854492,300,0.5,1.2525454759597778,18.288724899291992,0.5029135942459106,19.93927001953125,0,0,0,300,-1,300,-1
1689,-51.02180099487305,300,0.5,19.827781677246094,17.589738845825195,3.8320577144622803,18.936960220336914,0,5,0,300,-1,300,-1
1690,-36.40913772583008,300,0.5,17.486881256103516,1.1382701396942139,20.412336349487305,4.456076145172119,0,0,0,-1,300,-1,300
1691,7.352167129516602,300,1.0,0.47925299406051636,2.015472173690796,2.3948094844818115,2.2905092239379883,0,13,0,300,300,300,300
1692,-8.490129470825195,300,0.75,2.0793089866638184,16.65243148803711,1.9771790504455566,1.209274411201477,0,5,0,300,-1,300,300
1693,9.201042175292969,300,1.0,0.6744630336761475,3.4149532318115234,1.8909035921096802,1.9954807758331299,0,8,0,300,300,300,300
1694,-0.6576428413391113,300,0.75,1.4423435926437378,18.133548736572266,0.7486532330513,1.7317532300949097,0,0,0,300,-1,300,300
1695,-39.870731353759766,300,0.5,18.88446044921875,19.530410766601562,2.7027747631073,4.161964416503906,0,0,0,-1,-1,300,300
1696,7.026331901550293,300,1.0,6.992606163024902,1.8250699043273926,0.9488045573234558,12.252650260925293,0,2,0,300,300,300,300
1697,-13.196541786193848,300,0.75,20.479663848876953,3.033339023590088,0.6037171483039856,0.9472877979278564,0,2,8,-1,300,300,300
1698,-55.12895965576172,300,0.5,3.850933074951172,14.244491577148438,17.229333877563477,19.393775939941406,0,0,0,300,300,-1,-1
1699,-10.809922218322754,300,0.75,0.9470372796058655,19.827341079711914,2.1687073707580566,2.4179739952087402,0,0,0,300,-1,300,300
1700,-140.53395080566406,300,0.5,20.40350914001465,19.510334014892578,1.5999199151992798,1.3591904640197754,0,10,80,-1,-1,300,300
1701,6.783965587615967,300,0.75,19.940279006958008,1.4092514514923096,0.14604873955249786,1.3308533430099487,0,0,0,-1,300,300,300
1702,-18.537107467651367,300,0.75,14.64917278289795,17.9805908203125,0.28317299485206604,2.4515955448150635,0,0,2,300,-1,300,300
1703,17.520286560058594,300,1.0,0.5924950838088989,1.5539923906326294,17.67854881286621,1.55324387550354,0,0,0,300,300,300,300
1704,-38.011016845703125,300,0.5,19.472400665283203,1.659058928489685,1.659202218055725,19.055810928344727,0,0,0,-1,300,300,-1
1705,-35.763824462890625,300,0.75,14.04617977142334,19.21123504638672,13.8558988571167,3.5087027549743652,0,3,1,300,-1,300,300
1706,-77.01903533935547,300,0.25,12.063161849975586,19.416933059692383,19.310808181762695,16.96216583251953,0,7,3,300,-1,-1,-1
1707,-330.2807922363281,300,0.0,16.910734176635742,17.29230308532715,12.713908195495605,14.293956756591797,0,189,0,-1,-1,-1,-1
1708,-21.07530975341797,300,0.75,17.42749786376953,2.025632858276367,1.981032371520996,2.9260754585266113,0,1,0,-1,300,300,300
1709,-3.0896317958831787,300,1.0,3.4202775955200195,2.7319798469543457,2.621464967727661,2.852263927459717,0,12,0,300,300,300,300
1710,-26.071977615356445,300,0.5,16.488975524902344,12.62247085571289,1.2619695663452148,1.5075898170471191,0,0,0,-1,-1,300,300
1711,-40.90711975097656,300,0.5,17.987045288085938,17.12976837158203,1.3584734201431274,1.4086791276931763,0,0,0,-1,-1,300,300
1712,-10.66237735748291,300,0.75,19.475873947143555,0.7203077077865601,1.786761999130249,4.271511554718018,0,4,0,-1,300,300,300
1713,-4.57817268371582,300,0.75,19.700761795043945,8.41262435913086,0.6816798448562622,0.4261273741722107,0,0,0,-1,300,300,300
1714,-1.781649112701416,300,0.75,17.11646842956543,0.8567342758178711,0.7558882236480713,1.1069272756576538,0,0,0,-1,300,300,300
1715,11.965651512145996,300,1.0,12.271208763122559,2.855421304702759,2.166454315185547,1.7583413124084473,0,0,0,300,300,300,300
1716,-27.140283584594727,300,0.75,1.169643521308899,19.567787170410156,1.8198121786117554,1.9476606845855713,0,0,0,300,-1,300,300
1717,-31.703950881958008,300,0.5,0.4196016788482666,20.319976806640625,2.1654410362243652,16.555334091186523,0,6,0,300,-1,300,-1
1718,-1.4897937774658203,300,0.75,18.36642074584961,1.6985373497009277,0.3278809189796448,2.6980960369110107,0,0,0,-1,300,300,300
1719,7.192313194274902,300,1.0,8.306272506713867,0.6967633366584778,1.29884934425354,18.959598541259766,0,1,0,300,300,300,300
1720,-16.008968353271484,300,0.75,19.960269927978516,3.123737335205078,1.0728355646133423,2.415055751800537,0,0,0,-1,300,300,300
1721,25.737709045410156,300,1.0,0.6213768720626831,0.7514047622680664,3.3998916149139404,0.4302848279476166,0,0,0,300,300,300,300
1722,-51.85787582397461,300,0.5,18.609628677368164,18.408823013305664,0.6702089309692383,0.7813201546669006,0,0,0,-1,-1,300,300
1723,-26.39759063720703,300,0.75,1.1606647968292236,1.9736806154251099,19.447908401489258,3.3054966926574707,0,0,0,300,300,-1,300
1724,24.872974395751953,300,1.0,2.154735565185547,1.1064047813415527,0.5119171738624573,0.8684881925582886,0,0,2,300,300,300,300
1725,-50.22518539428711,300,0.25,15.563126564025879,17.03801155090332,1.0302139520645142,16.56161880493164,0,0,0,-1,-1,300,-1
1726,22.857524871826172,300,1.0,2.0799508094787598,0.2773863673210144,1.6572790145874023,2.229138135910034,0,0,0,300,300,300,300
1727,-324.9916076660156,300,0.75,16.9195556640625,17.48710823059082,2.6311051845550537,2.647596836090088,0,0,234,300,-1,300,300
1728,4.087959289550781,300,0.75,0.3081243932247162,1.6283713579177856,1.711199402809143,19.60845947265625,0,0,0,300,300,300,-1
1729,15.623258590698242,300,1.0,2.508338689804077,1.1309983730316162,4.110038757324219,3.3518693447113037,0,0,0,300,300,300,300
1730,-13.421574592590332,300,0.75,19.761152267456055,0.9211070537567139,0.4281589686870575,9.244307518005371,0,0,0,-1,300,300,300
1731,-322.1980895996094,300,0.75,9.678999900817871,1.4296355247497559,19.452228546142578,1.4833354949951172,0,252,0,300,300,-1,300
1732,-16.217069625854492,300,0.75,2.914006471633911,1.8410148620605469,8.015640258789062,16.217195510864258,0,1,0,300,300,300,-1
1733,18.55046272277832,300,1.0,4.372979640960693,2.5784525871276855,2.026494264602661,3.4605228900909424,0,0,0,300,300,300,300
1734,-43.761077880859375,300,0.25,18.664573669433594,20.167667388916016,19.731470108032227,3.9590401649475098,0,0,0,-1,-1,-1,300
1735,14.84160041809082,300,1.0,3.3804776668548584,1.5504671335220337,2.189943552017212,1.6144100427627563,0,0,0,300,300,300,300
1736,-10.537633895874023,300,0.75,1.912712812423706,1.47075355052948,19.716012954711914,2.764198064804077,0,0,0,300,300,-1,300
1737,-25.53179931640625,300,0.5,0.6769084930419922,19.7314510345459,19.942293167114258,1.0590976476669312,0,0,0,300,-1,-1,300
1738,-10.52660083770752,300,1.0,0.7528491616249084,1.0393489599227905,14.385586738586426,14.979994773864746,0,0,0,300,300,300,300
1739,-21.305248260498047,300,0.75,17.104530334472656,3.113502264022827,0.45921504497528076,0.07071757316589355,0,7,1,-1,300,300,300
1740,2.4100289344787598,300,0.75,19.790042877197266,1.1521323919296265,2.2192165851593018,5.19965934753418,0,0,0,-1,300,300,300
1741,22.761459350585938,300,1.0,3.097780704498291,0.5634438991546631,0.1494249403476715,1.7602728605270386,0,0,0,300,300,300,300
1742,-6.020020961761475,300,0.75,14.859180450439453,1.5437954664230347,1.2657040357589722,19.838714599609375,0,0,0,300,300,300,-1
1743,16.53219223022461,300,1.0,0.06370451301336288,18.068815231323242,0.3757461905479431,0.857328474521637,0,0,2,300,300,300,300
1744,11.750162124633789,300,1.0,2.409536123275757,2.198119640350342,1.8069970607757568,1.0746937990188599,0,9,0,300,300,300,300
1745,-89.22107696533203,300,0.25,20.487104415893555,16.82140350341797,16.745615005493164,3.4042797088623047,0,11,0,-1,-1,-1,300
1746,5.729079246520996,300,0.75,19.809223175048828,0.5966881513595581,1.5423173904418945,0.3902990520000458,0,0,0,-1,300,300,300
1747,-5.310219764709473,300,0.75,17.52266502380371,1.654541254043579,1.5909219980239868,1.9522095918655396,0,6,0,-1,300,300,300
1748,20.33796501159668,300,1.0,2.7392032146453857,3.9380171298980713,1.4263478517532349,1.2396376132965088,0,0,0,300,300,300,300
1749,-75.18653869628906,300,0.25,20.31519889831543,17.403352737426758,15.961420059204102,14.550785064697266,0,0,8,-1,-1,-1,300
1750,-20.312707901000977,300,0.75,19.675106048583984,2.2444403171539307,2.209012746810913,1.4613232612609863,0,2,0,-1,300,300,300
1751,-99.09469604492188,300,0.0,18.507570266723633,13.4358549118042,16.8856258392334,17.023666381835938,0,9,0,-1,-1,-1,-1
