episode,avg_reward,episode_length,high_priority_success,uav0_dist,uav1_dist,uav2_dist,uav3_dist,coll_uav_uav,coll_uav_obs,coll_uav_other_task,uav0_finish,uav1_finish,uav2_finish,uav3_finish
4041,15.478221893310547,300,1.0,2.872636079788208,2.841963052749634,2.0385360717773438,0.7677233219146729,0,0,0,300,300,300,300
4042,23.29637908935547,300,1.0,3.31032133102417,1.6392508745193481,0.27164024114608765,1.07938814163208,0,0,0,300,300,300,300
4043,3.857664108276367,300,1.0,0.7170107960700989,1.5062190294265747,0.40312397480010986,3.1368248462677,0,15,0,300,300,300,300
4044,25.491661071777344,300,1.0,2.1896812915802,0.6888860464096069,1.4459235668182373,0.5421119332313538,0,0,0,300,300,300,300
4045,25.706588745117188,300,1.0,1.292987585067749,1.5356107950210571,0.23001739382743835,1.6683107614517212,0,0,0,300,300,300,300
4046,18.266063690185547,300,1.0,1.581169843673706,1.6777405738830566,1.7941391468048096,0.7599995732307434,0,5,0,300,300,300,300
4047,16.41570281982422,300,1.0,0.23029190301895142,1.5640665292739868,2.9553332328796387,0.786246120929718,0,5,0,300,300,300,300
4048,18.48189353942871,300,1.0,1.955042839050293,2.049781084060669,2.4684646129608154,0.4082657992839813,0,0,0,300,300,300,300
4049,8.01541519165039,300,1.0,1.5917317867279053,1.1262602806091309,3.078808546066284,1.8703266382217407,0,10,0,300,300,300,300
4050,26.13288116455078,300,1.0,0.8607735633850098,1.2153874635696411,0.392004132270813,1.8289185762405396,0,0,0,300,300,300,300
4051,19.856510162353516,300,1.0,0.667902946472168,2.47507643699646,2.0087456703186035,2.5589253902435303,0,0,0,300,300,300,300
4052,24.34191131591797,300,1.0,1.3608454465866089,0.544502854347229,1.0545490980148315,1.2593265771865845,0,2,0,300,300,300,300
4053,23.27939224243164,300,1.0,1.4940818548202515,0.7677932381629944,0.7378779053688049,2.6231424808502197,0,0,0,300,300,300,300
4054,18.10451316833496,300,1.0,1.0414113998413086,2.1983726024627686,1.5677839517593384,0.7513459324836731,0,0,4,300,300,300,300
4055,22.12187957763672,300,1.0,2.5515692234039307,1.0592875480651855,0.6457561254501343,0.9868308901786804,0,2,0,300,300,300,300
4056,25.16830825805664,300,1.0,0.9939048290252686,1.0382368564605713,1.9922130107879639,1.1518702507019043,0,0,0,300,300,300,300
4057,23.267005920410156,300,1.0,1.8911285400390625,0.9987725615501404,1.3668856620788574,0.7502387762069702,0,0,1,300,300,300,300
4058,28.241458892822266,300,1.0,0.47792312502861023,0.3981335759162903,0.2879483699798584,1.4157133102416992,0,0,0,300,300,300,300
4059,14.735099792480469,300,1.0,1.9632798433303833,3.46276593208313,1.44013512134552,0.2842339277267456,0,5,0,300,300,300,300
4060,24.928478240966797,300,1.0,1.7717797756195068,1.3342074155807495,1.0057672262191772,1.3474888801574707,0,0,0,300,300,300,300
4061,26.158344268798828,300,1.0,0.14947587251663208,1.569800615310669,1.8350107669830322,0.440097451210022,0,0,0,300,300,300,300
4062,27.779632568359375,300,1.0,1.2049505710601807,0.7105181217193604,0.5494434237480164,0.4011780917644501,0,0,0,300,300,300,300
4063,20.721717834472656,300,1.0,0.578113853931427,0.7188042998313904,1.5130211114883423,1.2783637046813965,0,5,0,300,300,300,300
4064,14.637938499450684,300,1.0,2.126314640045166,1.2450867891311646,2.4549953937530518,1.577227234840393,0,5,0,300,300,300,300
4065,8.262651443481445,300,1.0,2.6021595001220703,0.6844886541366577,1.5719190835952759,2.264695167541504,0,6,3,300,300,300,300
4066,23.51963233947754,300,1.0,1.3835184574127197,0.06543228775262833,0.8381652235984802,2.811065196990967,0,0,0,300,300,300,300
4067,25.932430267333984,300,1.0,0.08660256117582321,2.323368549346924,0.8872203826904297,0.7209573984146118,0,0,0,300,300,300,300
4068,23.822277069091797,300,1.0,1.8442147970199585,1.5301775932312012,1.303264856338501,1.9606139659881592,0,0,0,300,300,300,300
4069,3.267486572265625,300,1.0,3.006099224090576,2.421135425567627,0.16254177689552307,2.8645927906036377,0,11,0,300,300,300,300
4070,15.028144836425781,300,1.0,2.1407878398895264,3.0656466484069824,1.5395766496658325,0.7436738014221191,0,5,0,300,300,300,300
4071,26.811513900756836,300,1.0,1.4202401638031006,0.48384547233581543,1.4418716430664062,1.0135369300842285,0,0,0,300,300,300,300
4072,20.403167724609375,300,1.0,1.656111478805542,1.7671489715576172,1.1076782941818237,0.7302839756011963,0,4,0,300,300,300,300
4073,22.73120880126953,300,1.0,0.9596113562583923,0.06956728547811508,1.454004168510437,1.0171111822128296,0,4,0,300,300,300,300
4074,24.42102813720703,300,1.0,1.2460068464279175,1.965808391571045,1.5243778228759766,1.3710618019104004,0,0,0,300,300,300,300
4075,25.43199348449707,300,1.0,1.5207576751708984,0.33830690383911133,1.1845791339874268,2.0273735523223877,0,0,0,300,300,300,300
4076,19.586421966552734,300,1.0,3.563659906387329,0.3421153426170349,2.2562732696533203,0.7093766927719116,0,0,0,300,300,300,300
4077,8.798357009887695,300,1.0,3.115001678466797,3.7023582458496094,0.8217429518699646,2.4026660919189453,0,0,3,300,300,300,300
4078,22.204654693603516,300,1.0,2.087416887283325,0.5919272303581238,1.0894526243209839,0.8514822125434875,0,3,0,300,300,300,300
4079,19.957443237304688,300,1.0,1.8415732383728027,1.9694010019302368,0.7795701026916504,1.5959300994873047,0,3,0,300,300,300,300
4080,17.411489486694336,300,1.0,0.545875608921051,1.287085771560669,1.2575613260269165,1.3262306451797485,0,7,0,300,300,300,300
4081,-2.695847272872925,300,1.0,2.6820297241210938,0.8508069515228271,2.878222703933716,3.6817870140075684,0,14,0,300,300,300,300
4082,26.10540008544922,300,1.0,0.3204383850097656,1.270833969116211,1.65944504737854,0.8824227452278137,0,0,0,300,300,300,300
4083,24.692081451416016,300,1.0,0.44344037771224976,1.8438847064971924,2.2715556621551514,0.9991840124130249,0,0,0,300,300,300,300
4084,26.652591705322266,300,1.0,0.08141733705997467,2.412595748901367,0.7347463965415955,0.70098477602005,0,0,0,300,300,300,300
4085,24.85886573791504,300,1.0,0.2673928141593933,2.4749956130981445,0.7308387160301208,1.1958543062210083,0,0,0,300,300,300,300
4086,27.405353546142578,300,1.0,1.3697032928466797,0.2131270170211792,0.9773077368736267,0.9380243420600891,0,0,0,300,300,300,300
4087,-4.055891513824463,300,1.0,2.7592666149139404,3.182762622833252,2.5400846004486084,1.858527421951294,0,13,2,300,300,300,300
4088,26.21552276611328,300,1.0,1.1042479276657104,1.80121648311615,0.21761314570903778,0.8094621300697327,0,0,0,300,300,300,300
4089,8.894193649291992,300,1.0,3.4818115234375,1.5736865997314453,0.8595587015151978,2.6409573554992676,0,5,0,300,300,300,300
4090,15.840009689331055,300,1.0,1.0233352184295654,2.4467732906341553,1.7917073965072632,2.4092869758605957,0,5,0,300,300,300,300
4091,27.958251953125,300,1.0,1.3122261762619019,0.7591468691825867,0.08037182688713074,0.42105457186698914,0,0,0,300,300,300,300
4092,26.50552749633789,300,1.0,0.16742193698883057,0.83713299036026,1.4397974014282227,1.4085743427276611,0,0,0,300,300,300,300
4093,13.1614990234375,300,1.0,0.9243321418762207,1.6936558485031128,1.6931118965148926,0.7382357716560364,0,10,0,300,300,300,300
4094,12.97425365447998,300,1.0,1.6982053518295288,2.123506546020508,3.0347957611083984,0.07772638648748398,0,0,6,300,300,300,300
4095,22.488513946533203,300,1.0,0.7945011854171753,1.6195518970489502,2.1376731395721436,0.6543235182762146,0,0,1,300,300,300,300
4096,16.826416015625,300,1.0,1.6295675039291382,2.246171474456787,0.42525944113731384,3.1808156967163086,0,0,0,300,300,300,300
4097,23.88799285888672,300,1.0,2.573467493057251,0.719534158706665,0.20122992992401123,1.528931975364685,0,0,0,300,300,300,300
4098,24.41145133972168,300,1.0,1.642691969871521,1.252762794494629,1.8017818927764893,1.215848445892334,0,0,0,300,300,300,300
4099,14.909629821777344,300,1.0,2.9731547832489014,0.922461986541748,3.9564032554626465,1.8819835186004639,0,0,0,300,300,300,300
4100,19.94495391845703,300,1.0,0.8065258860588074,0.14375987648963928,2.2498581409454346,3.406667470932007,0,0,0,300,300,300,300
4101,17.80473518371582,300,1.0,2.5977582931518555,1.5486630201339722,1.915955662727356,2.4095025062561035,0,0,0,300,300,300,300
4102,18.39240074157715,300,1.0,2.935214042663574,0.8986078500747681,1.6807219982147217,1.8645468950271606,0,0,1,300,300,300,300
4103,15.505895614624023,300,1.0,0.8083919286727905,1.7145105600357056,3.223515033721924,2.326026678085327,0,0,0,300,300,300,300
4104,23.12012481689453,300,1.0,0.7372574210166931,0.207411527633667,3.141679525375366,1.6904762983322144,0,0,0,300,300,300,300
4105,23.439979553222656,300,1.0,2.6713953018188477,0.9826332330703735,0.051740143448114395,0.860779345035553,0,0,0,300,300,300,300
4106,18.03118133544922,300,1.0,3.1572914123535156,1.098141074180603,1.7985199689865112,0.4290143847465515,0,3,0,300,300,300,300
4107,27.371021270751953,300,1.0,0.32350483536720276,1.13795006275177,1.4583381414413452,0.7009834051132202,0,0,0,300,300,300,300
4108,20.758060455322266,300,1.0,0.30331236124038696,1.029497504234314,0.8105496764183044,3.238774061203003,0,0,1,300,300,300,300
4109,13.984489440917969,300,1.0,0.7891141176223755,1.5028796195983887,0.28174251317977905,4.116868495941162,0,0,3,300,300,300,300
4110,20.807655334472656,300,1.0,2.584291696548462,2.189263105392456,1.3624159097671509,0.6821691989898682,0,0,0,300,300,300,300
4111,23.955373764038086,300,1.0,1.6745847463607788,0.7100926637649536,0.9057192206382751,0.13986435532569885,0,3,0,300,300,300,300
4112,27.387136459350586,300,1.0,0.38898688554763794,1.4093294143676758,0.9121708869934082,0.9298785328865051,0,0,0,300,300,300,300
4113,22.392627716064453,300,1.0,3.5825722217559814,0.5593265295028687,0.956225574016571,0.8419110774993896,0,0,0,300,300,300,300
4114,13.969482421875,300,1.0,2.4325990676879883,0.9599990248680115,2.3960559368133545,0.06488997489213943,0,7,0,300,300,300,300
4115,16.598217010498047,300,1.0,3.204895257949829,0.7977967858314514,2.4617254734039307,0.527588427066803,0,1,0,300,300,300,300
4116,9.379371643066406,300,1.0,0.4300273060798645,0.5797573924064636,1.264088749885559,1.7846651077270508,0,12,2,300,300,300,300
4117,18.95227813720703,300,1.0,1.449228286743164,1.2704285383224487,2.129333257675171,1.2928767204284668,0,4,0,300,300,300,300
4118,16.62860107421875,300,1.0,1.1442948579788208,1.6666074991226196,2.24556565284729,0.7151807546615601,0,6,0,300,300,300,300
4119,17.971973419189453,300,1.0,0.706937849521637,3.6098198890686035,2.716045618057251,1.4195001125335693,0,0,0,300,300,300,300
4120,21.699026107788086,300,1.0,2.3792505264282227,0.6124857664108276,1.8617113828659058,2.28872013092041,0,0,0,300,300,300,300
4121,25.508991241455078,300,1.0,0.36601361632347107,0.9842976927757263,0.14963887631893158,2.314026355743408,0,0,0,300,300,300,300
4122,23.887428283691406,300,1.0,1.357874870300293,1.6264885663986206,2.1813387870788574,0.45473170280456543,0,0,0,300,300,300,300
4123,8.826011657714844,300,1.0,0.4749722480773926,1.0648499727249146,2.2019541263580322,2.1036221981048584,0,11,0,300,300,300,300
4124,22.937551498413086,300,1.0,2.6524178981781006,1.943284511566162,0.46930384635925293,0.7641445398330688,0,0,0,300,300,300,300
4125,21.795522689819336,300,1.0,2.078601360321045,1.871020793914795,1.4673701524734497,0.9172002673149109,0,0,0,300,300,300,300
4126,27.415212631225586,300,1.0,0.977596640586853,0.8802922368049622,0.7148802280426025,0.8985322117805481,0,0,0,300,300,300,300
4127,14.493978500366211,300,1.0,0.5010260343551636,3.3595213890075684,1.1487897634506226,0.9913089275360107,0,5,0,300,300,300,300
4128,19.610931396484375,300,1.0,0.6822242736816406,2.5378806591033936,2.814732551574707,0.06218031048774719,0,0,0,300,300,300,300
4129,27.306974411010742,300,1.0,0.8854116201400757,1.0171186923980713,1.0497325658798218,0.39971446990966797,0,0,0,300,300,300,300
4130,23.539690017700195,300,1.0,0.5952863693237305,0.8031217455863953,0.27102166414260864,0.9701946973800659,0,4,0,300,300,300,300
4131,11.921350479125977,300,1.0,2.5859861373901367,0.8777161836624146,0.5256952047348022,1.3738754987716675,0,10,0,300,300,300,300
4132,22.84759521484375,300,1.0,0.6316775679588318,3.0308725833892822,0.43525832891464233,0.800803542137146,0,0,0,300,300,300,300
4133,22.116010665893555,300,1.0,1.8317171335220337,1.4719371795654297,0.7628844380378723,0.49629437923431396,0,3,0,300,300,300,300
4134,19.38304328918457,300,1.0,2.602013111114502,0.8814846277236938,1.6518698930740356,0.47761544585227966,0,2,0,300,300,300,300
4135,16.691320419311523,300,1.0,1.8793039321899414,1.3582570552825928,1.639174461364746,0.7479220032691956,0,7,0,300,300,300,300
4136,25.851594924926758,300,1.0,0.6150703430175781,1.5431764125823975,1.1152327060699463,1.2619924545288086,0,0,0,300,300,300,300
4137,9.030776023864746,300,1.0,1.6700420379638672,0.975090742111206,2.6112382411956787,1.356095790863037,0,11,0,300,300,300,300
4138,23.772281646728516,300,1.0,2.6553783416748047,0.830918550491333,0.7162237167358398,0.5806137323379517,0,0,1,300,300,300,300
4139,24.379018783569336,300,1.0,1.543878197669983,1.4060717821121216,1.7507141828536987,0.6145340204238892,0,0,0,300,300,300,300
4140,19.154502868652344,300,1.0,0.9249544143676758,1.1942695379257202,1.3181511163711548,1.0838130712509155,0,6,0,300,300,300,300
4141,24.84613037109375,300,1.0,1.5557364225387573,0.386365681886673,2.2802271842956543,0.4506884217262268,0,0,0,300,300,300,300
4142,9.828588485717773,300,1.0,3.167503833770752,4.351934909820557,1.981740117073059,1.6549932956695557,0,0,0,300,300,300,300
4143,25.28368377685547,300,1.0,0.7667288184165955,2.0891706943511963,1.269452452659607,0.6594864726066589,0,0,0,300,300,300,300
4144,20.51513671875,300,1.0,1.6617307662963867,0.9554990530014038,2.7164089679718018,1.413909673690796,0,1,0,300,300,300,300
4145,27.483545303344727,300,1.0,0.6464089155197144,1.2867755889892578,0.7860202789306641,0.8735275864601135,0,0,0,300,300,300,300
4146,25.00527572631836,300,1.0,1.3253183364868164,0.9840000867843628,1.7198902368545532,2.2794222831726074,0,0,0,300,300,300,300
4147,21.787057876586914,300,1.0,0.8493432998657227,3.1932427883148193,0.26617172360420227,1.6354563236236572,0,0,0,300,300,300,300
4148,14.109415054321289,300,1.0,2.598971366882324,3.022958993911743,0.599407970905304,0.6074267625808716,0,3,2,300,300,300,300
4149,16.368236541748047,300,1.0,2.7129056453704834,1.5206365585327148,1.9670469760894775,0.7621204257011414,0,4,0,300,300,300,300
4150,23.152774810791016,300,1.0,2.167821168899536,1.2678890228271484,1.1475783586502075,1.75118887424469,0,0,0,300,300,300,300
4151,13.645891189575195,300,1.0,0.6420935392379761,1.2731658220291138,2.7892072200775146,1.868062973022461,0,7,0,300,300,300,300
4152,28.084508895874023,300,1.0,0.9225340485572815,1.3940942287445068,0.4778793752193451,0.2948102653026581,0,0,0,300,300,300,300
4153,19.940872192382812,300,1.0,1.151986837387085,0.2932549715042114,2.0103156566619873,1.781418800354004,0,0,4,300,300,300,300
4154,26.409942626953125,300,1.0,0.7354353666305542,0.9319391846656799,1.1874524354934692,0.920161247253418,0,1,0,300,300,300,300
4155,25.883514404296875,300,1.0,1.1934876441955566,0.5554124712944031,2.4179484844207764,0.48158836364746094,0,0,0,300,300,300,300
4156,17.9744873046875,300,1.0,0.11952394247055054,3.4327199459075928,1.9995031356811523,0.9594132900238037,0,0,0,300,300,300,300
4157,27.01509666442871,300,1.0,1.964066505432129,0.5569317936897278,0.06476938724517822,0.7060771584510803,0,0,0,300,300,300,300
4158,25.190593719482422,300,1.0,1.2674225568771362,1.4178926944732666,0.36415451765060425,1.260432481765747,0,1,0,300,300,300,300
4159,28.002464294433594,300,1.0,0.47691112756729126,0.08441456407308578,0.5667888522148132,1.5639283657073975,0,0,0,300,300,300,300
4160,3.2673866748809814,300,1.0,0.28444764018058777,2.863511562347412,2.8935258388519287,1.4773229360580444,0,13,0,300,300,300,300
4161,11.455902099609375,300,1.0,1.044218897819519,1.6770621538162231,3.1923978328704834,1.442162036895752,0,6,0,300,300,300,300
4162,20.37155532836914,300,1.0,3.55696702003479,0.8442485928535461,1.993510365486145,1.5482288599014282,0,0,0,300,300,300,300
4163,8.147943496704102,300,1.0,1.1895220279693604,1.225663185119629,1.6102161407470703,3.197108030319214,0,10,0,300,300,300,300
4164,14.247394561767578,300,1.0,2.8171896934509277,1.0502700805664062,3.73258113861084,0.49764856696128845,0,1,0,300,300,300,300
4165,18.11737632751465,300,1.0,0.8489741086959839,1.8070850372314453,3.391235828399658,1.7563621997833252,0,0,0,300,300,300,300
4166,27.042531967163086,300,1.0,0.13129577040672302,1.027005910873413,0.504605770111084,1.527916431427002,0,0,0,300,300,300,300
4167,27.259408950805664,300,1.0,0.6184587478637695,0.7327653169631958,0.67160964012146,1.8737837076187134,0,0,0,300,300,300,300
4168,21.45800018310547,300,1.0,1.4747769832611084,1.2226881980895996,2.7457053661346436,0.43502277135849,0,2,0,300,300,300,300
4169,23.642141342163086,300,1.0,0.14435961842536926,0.9732451438903809,0.3119316101074219,3.043828010559082,0,0,0,300,300,300,300
4170,27.59893035888672,300,1.0,0.3774469792842865,1.360543131828308,1.2808139324188232,0.05296569690108299,0,0,0,300,300,300,300
4171,27.611942291259766,300,1.0,0.5077301263809204,0.6481302976608276,1.1016926765441895,1.310381293296814,0,0,0,300,300,300,300
4172,9.973897933959961,300,1.0,0.4953364133834839,1.1145740747451782,2.8917837142944336,1.335883617401123,0,9,0,300,300,300,300
4173,24.168384552001953,300,1.0,1.7492828369140625,1.5355278253555298,0.9759213924407959,0.6474243998527527,0,1,0,300,300,300,300
4174,19.219432830810547,300,1.0,1.3081724643707275,2.087045192718506,0.49411991238594055,2.3239948749542236,0,3,0,300,300,300,300
4175,17.75320053100586,300,1.0,2.1980504989624023,0.9422322511672974,4.61686897277832,0.2335391491651535,0,0,0,300,300,300,300
4176,21.466297149658203,300,1.0,1.1656792163848877,1.8918297290802002,0.43104028701782227,1.2557897567749023,0,3,0,300,300,300,300
4177,16.79277229309082,300,1.0,1.2283390760421753,0.9045683741569519,2.8856067657470703,3.014554023742676,0,0,0,300,300,300,300
4178,23.073280334472656,300,1.0,2.3547375202178955,0.9763359427452087,1.0109614133834839,1.4437001943588257,0,0,0,300,300,300,300
4179,26.29119873046875,300,1.0,0.3798563778400421,1.1473267078399658,1.7682656049728394,0.07750605046749115,0,0,0,300,300,300,300
4180,24.615928649902344,300,1.0,0.1439874768257141,0.7938129901885986,0.9944252967834473,2.439265727996826,0,0,0,300,300,300,300
4181,25.06776237487793,300,1.0,1.6908817291259766,2.0732004642486572,0.16296377778053284,1.1595854759216309,0,0,0,300,300,300,300
4182,22.921310424804688,300,1.0,0.7931510210037231,0.5522123575210571,0.6931210160255432,1.7647194862365723,0,3,0,300,300,300,300
4183,25.08343505859375,300,1.0,0.06904369592666626,0.49825212359428406,2.793652296066284,0.8794535398483276,0,0,0,300,300,300,300
4184,23.37027359008789,300,1.0,2.365326166152954,1.0110763311386108,0.9429534673690796,1.3792136907577515,0,0,0,300,300,300,300
4185,17.131935119628906,300,1.0,2.3723180294036865,1.245656132698059,1.6900362968444824,2.5972037315368652,0,1,0,300,300,300,300
4186,27.308238983154297,300,1.0,0.9497089385986328,0.9786084890365601,1.1611239910125732,0.19308200478553772,0,0,0,300,300,300,300
4187,15.548324584960938,300,1.0,1.5035226345062256,0.4098348915576935,2.018387794494629,1.5659204721450806,0,7,0,300,300,300,300
4188,26.097900390625,300,1.0,0.8414859771728516,1.051039218902588,0.5734429955482483,1.7664129734039307,0,0,0,300,300,300,300
4189,20.204769134521484,300,1.0,0.31256407499313354,2.96994948387146,2.4866583347320557,0.07769745588302612,0,0,0,300,300,300,300
4190,23.405563354492188,300,1.0,2.4408981800079346,0.38091719150543213,1.7817007303237915,1.1200706958770752,0,0,0,300,300,300,300
4191,24.286584854125977,300,1.0,0.8178588151931763,1.9105947017669678,1.9204667806625366,1.5400712490081787,0,0,0,300,300,300,300
4192,26.814956665039062,300,1.0,0.7751981616020203,1.4317047595977783,0.9570425152778625,0.6396127343177795,0,0,0,300,300,300,300
4193,21.649110794067383,300,1.0,2.115691900253296,1.391403079032898,1.530561089515686,0.6507472395896912,0,2,0,300,300,300,300
4194,18.442838668823242,300,1.0,1.0375182628631592,0.4866723418235779,3.65866756439209,0.703497052192688,0,0,0,300,300,300,300
4195,6.830056190490723,300,1.0,1.0702663660049438,2.5408759117126465,2.864804267883301,1.9043668508529663,0,10,0,300,300,300,300
4196,19.15730857849121,300,1.0,3.4998939037323,1.6562583446502686,0.21627384424209595,1.7368474006652832,0,0,0,300,300,300,300
4197,18.16103744506836,300,1.0,3.02362060546875,2.2384002208709717,0.9045735597610474,1.1536307334899902,0,0,2,300,300,300,300
4198,-0.39841651916503906,300,1.0,1.3331254720687866,3.9625327587127686,1.0868489742279053,1.9749053716659546,0,13,0,300,300,300,300
4199,26.382328033447266,300,1.0,0.7932693958282471,0.2983480393886566,2.2677927017211914,0.7179720401763916,0,0,0,300,300,300,300
4200,26.97225570678711,300,1.0,0.15778511762619019,0.8679429292678833,1.009997844696045,1.4051584005355835,0,0,0,300,300,300,300
4201,22.745407104492188,300,1.0,1.6410651206970215,2.2781951427459717,1.146825909614563,1.4208558797836304,0,0,0,300,300,300,300
4202,23.958667755126953,300,1.0,0.6418160200119019,1.1384235620498657,2.3782811164855957,0.5514956116676331,0,0,0,300,300,300,300
4203,21.976409912109375,300,1.0,2.0969197750091553,0.4040338397026062,1.3727413415908813,1.2506446838378906,0,2,0,300,300,300,300
4204,27.32758140563965,300,1.0,0.8590083122253418,0.9261521100997925,1.3624083995819092,1.1468472480773926,0,0,0,300,300,300,300
4205,2.581526041030884,300,1.0,1.2233554124832153,1.0065838098526,2.045746326446533,2.6365203857421875,0,15,0,300,300,300,300
4206,20.859691619873047,300,1.0,0.6029382348060608,3.028400421142578,1.0178066492080688,1.8111650943756104,0,0,0,300,300,300,300
4207,28.018314361572266,300,1.0,0.3098067045211792,1.048536777496338,0.9508872032165527,1.137796401977539,0,0,0,300,300,300,300
4208,20.2559814453125,300,1.0,2.5612220764160156,1.020889163017273,0.23217523097991943,2.458665609359741,0,0,0,300,300,300,300
4209,18.847930908203125,300,1.0,1.6202163696289062,2.051151990890503,0.9361359477043152,0.5048972368240356,0,4,0,300,300,300,300
4210,8.455426216125488,300,1.0,0.5961255431175232,3.0271518230438232,3.711505174636841,2.4264442920684814,0,3,0,300,300,300,300
4211,25.692981719970703,300,1.0,1.825273871421814,0.20953066647052765,0.914580762386322,1.237077236175537,0,0,0,300,300,300,300
4212,25.88599395751953,300,1.0,0.8447665572166443,2.330510377883911,0.5758484601974487,0.6157203912734985,0,0,0,300,300,300,300
4213,22.98325538635254,300,1.0,0.7227078676223755,1.9011996984481812,2.020496129989624,0.7692272663116455,0,1,0,300,300,300,300
4214,19.83218765258789,300,1.0,2.1638925075531006,0.8485576510429382,3.037322521209717,1.8219867944717407,0,0,0,300,300,300,300
4215,2.321573257446289,300,1.0,3.8378562927246094,1.0799767971038818,3.732262134552002,1.346078872680664,0,8,0,300,300,300,300
4216,23.758310317993164,300,1.0,0.5050472617149353,0.8473004698753357,2.759638786315918,0.1993885338306427,0,1,0,300,300,300,300
4217,20.38615608215332,300,1.0,0.7686651945114136,0.38832056522369385,0.9166299104690552,2.815415143966675,0,0,3,300,300,300,300
4218,26.417203903198242,300,1.0,1.8753128051757812,0.9131472706794739,0.44801825284957886,0.42754197120666504,0,0,0,300,300,300,300
4219,27.067935943603516,300,1.0,1.1635189056396484,0.38536307215690613,1.198371171951294,0.9430243968963623,0,0,0,300,300,300,300
4220,23.264448165893555,300,1.0,2.6805942058563232,0.5868734121322632,1.9585278034210205,0.4060100018978119,0,0,0,300,300,300,300
4221,18.599123001098633,300,1.0,0.08660255372524261,1.8103123903274536,2.4307186603546143,2.148542881011963,0,0,1,300,300,300,300
4222,20.28682518005371,300,1.0,2.2353594303131104,2.2796382904052734,0.812258780002594,1.2595131397247314,0,0,1,300,300,300,300
4223,27.090370178222656,300,1.0,0.8401968479156494,2.0084681510925293,0.40881219506263733,0.26020243763923645,0,0,0,300,300,300,300
4224,27.756877899169922,300,1.0,0.5019205212593079,0.5786104798316956,0.40772974491119385,1.9299919605255127,0,0,0,300,300,300,300
4225,5.692379951477051,300,1.0,0.9179913997650146,1.8359243869781494,1.6065192222595215,2.089378833770752,0,12,2,300,300,300,300
4226,19.635358810424805,300,1.0,3.0904505252838135,2.2534501552581787,0.1966698169708252,2.256777048110962,0,0,0,300,300,300,300
4227,17.74651527404785,300,1.0,1.3516476154327393,2.3940303325653076,2.894078016281128,1.4225430488586426,0,0,0,300,300,300,300
4228,15.434898376464844,300,1.0,0.7257605195045471,2.664069414138794,1.1846189498901367,2.418663501739502,0,5,0,300,300,300,300
4229,23.823348999023438,300,1.0,2.6186187267303467,1.051310420036316,0.5553617477416992,1.2750420570373535,0,0,0,300,300,300,300
4230,17.444190979003906,300,1.0,1.89955735206604,2.3479011058807373,2.2370152473449707,0.8975446820259094,0,3,0,300,300,300,300
4231,21.518396377563477,300,1.0,0.5919965505599976,0.1693456918001175,3.494950771331787,1.8326550722122192,0,0,0,300,300,300,300
4232,19.680219650268555,300,1.0,3.1332859992980957,0.5724857449531555,0.8638875484466553,1.845620036125183,0,0,1,300,300,300,300
4233,24.53179168701172,300,1.0,1.2059041261672974,1.6554020643234253,1.488795518875122,0.16622143983840942,0,1,0,300,300,300,300
4234,22.56758689880371,300,1.0,1.6163413524627686,0.6005517840385437,2.933446168899536,0.5054301023483276,0,0,0,300,300,300,300
4235,21.033538818359375,300,1.0,1.4636090993881226,1.6107311248779297,1.2983121871948242,1.4582087993621826,0,3,0,300,300,300,300
4236,23.961519241333008,300,1.0,1.003429889678955,1.4149247407913208,1.0222201347351074,0.6171988844871521,0,3,0,300,300,300,300
4237,2.2088184356689453,300,1.0,1.7232645750045776,3.456965923309326,2.4284567832946777,3.8822968006134033,0,0,6,300,300,300,300
4238,25.22027587890625,300,1.0,0.9708126187324524,1.0951563119888306,1.367753028869629,1.4721037149429321,0,0,1,300,300,300,300
4239,24.31649398803711,300,1.0,1.3208144903182983,1.397805094718933,1.7830294370651245,1.6317756175994873,0,0,0,300,300,300,300
4240,10.965751647949219,300,1.0,0.19321078062057495,2.701427459716797,2.043825149536133,4.022840976715088,0,0,3,300,300,300,300
4241,27.83597183227539,300,1.0,0.29184725880622864,0.9596809148788452,1.244800090789795,0.8177953958511353,0,0,0,300,300,300,300
4242,20.827301025390625,300,1.0,2.157357692718506,0.23651273548603058,1.7642159461975098,2.3087615966796875,0,0,0,300,300,300,300
4243,25.448352813720703,300,1.0,1.2437914609909058,1.7793614864349365,1.0655579566955566,1.1637890338897705,0,0,0,300,300,300,300
4244,22.644590377807617,300,1.0,0.256312757730484,1.2246893644332886,1.0267512798309326,1.9330531358718872,0,3,0,300,300,300,300
4245,22.342391967773438,300,1.0,2.1038424968719482,0.7004307508468628,1.2021986246109009,1.3596595525741577,0,2,0,300,300,300,300
4246,21.326126098632812,300,1.0,2.179330825805664,0.8801541328430176,2.3089280128479004,1.8978012800216675,0,0,0,300,300,300,300
4247,27.735870361328125,300,1.0,0.7420797944068909,1.2476820945739746,0.6958627104759216,0.857667863368988,0,0,0,300,300,300,300
4248,22.745019912719727,300,1.0,0.9203404188156128,1.3971902132034302,2.7959115505218506,0.1177905797958374,0,0,0,300,300,300,300
4249,29.23026466369629,300,1.0,0.508884072303772,0.12279024720191956,0.3594779670238495,0.37957119941711426,0,0,0,300,300,300,300
4250,21.481609344482422,300,1.0,2.516345500946045,0.6693053245544434,2.4128119945526123,0.20348864793777466,0,0,0,300,300,300,300
