episode,seed,n_obstacles,steps,windows,completed_high_total,success,avg_reward_episode,uav0_dist,uav1_dist,uav2_dist,uav3_dist,mean_uav_dist,coll_uav_uav,coll_uav_obs,coll_uav_other_task,total_collisions,collision_rate,uav0_finish,uav1_finish,uav2_finish,uav3_finish,mean_finish_step
19,2042,7,29,1,4,1.0,-0.26303648948669434,1.7096805572509766,1.801167368888855,0.13721120357513428,1.567806363105774,1.3039664030075073,0,7,0,7,0.2413793103448276,20,29,2,19,17.5
0,2023,8,19,1,4,1.0,-6.424477577209473,1.4644083976745605,1.0134092569351196,0.8581611514091492,0.8692396879196167,1.051304578781128,0,15,0,15,0.7894736842105263,19,12,11,11,13.25
1,2024,8,15,1,4,1.0,9.783129692077637,1.0403850078582764,1.2730032205581665,0.23033489286899567,0.6915314197540283,0.8088136911392212,0,3,0,3,0.2,13,15,3,9,10.0
2,2025,8,15,1,4,1.0,4.513483047485352,0.43816235661506653,0.29261016845703125,1.1858559846878052,1.1820887327194214,0.7746793031692505,0,7,0,7,0.4666666666666667,6,5,15,14,10.0
3,2026,8,11,1,4,1.0,8.10607624053955,0.08486723899841309,0.43299752473831177,0.06955984979867935,0.8854053020477295,0.36820748448371887,0,5,0,5,0.45454545454545453,1,5,1,11,4.5
4,2027,8,22,1,4,1.0,-5.1075029373168945,1.7250906229019165,1.4343852996826172,0.9959495067596436,1.335250973701477,1.372668981552124,0,12,0,12,0.5454545454545454,22,17,12,20,17.75
5,2028,8,25,1,4,1.0,9.262801170349121,1.5270410776138306,1.9555057287216187,1.782025694847107,0.07850492745637894,1.3357694149017334,0,0,0,0,0.0,19,25,22,1,16.75
6,2029,8,17,1,4,1.0,7.903548717498779,0.9461246132850647,1.3015321493148804,0.3250651955604553,1.0911450386047363,0.9159667491912842,0,4,0,4,0.23529411764705882,11,17,4,14,11.5
7,2030,8,23,1,4,1.0,-4.754570007324219,1.7700127363204956,1.688294529914856,0.3798025846481323,1.3548418283462524,1.298237919807434,0,8,4,12,0.5217391304347826,23,21,5,16,16.25
8,2031,8,19,1,4,1.0,7.575287818908691,1.0581061840057373,1.4512118101119995,0.665274441242218,0.5911826491355896,0.9414437413215637,0,4,0,4,0.21052631578947367,14,19,9,8,12.5
9,2032,8,25,1,4,1.0,8.02072811126709,0.17300820350646973,1.9925566911697388,0.6011322140693665,0.9593377113342285,0.9315087199211121,0,3,0,3,0.12,2,25,7,13,11.75
10,2033,8,36,1,4,1.0,-5.308844089508057,1.1258600950241089,0.3759274184703827,1.297579050064087,2.5368642807006836,1.3340576887130737,0,11,0,11,0.3055555555555556,14,5,16,36,17.75
11,2034,8,28,1,4,1.0,-11.761157035827637,1.5107262134552002,1.7216405868530273,0.762954592704773,0.4636099934577942,1.1147328615188599,0,18,0,18,0.6428571428571429,20,28,9,6,15.75
12,2035,8,21,1,4,1.0,4.508085250854492,1.621195673942566,0.1563040018081665,0.3319181799888611,1.3961784839630127,0.8763990998268127,0,6,0,6,0.2857142857142857,21,2,4,19,11.5
13,2036,8,19,1,4,1.0,1.2130966186523438,1.5094345808029175,0.5236729383468628,1.0096691846847534,0.48411309719085693,0.8817224502563477,0,9,0,9,0.47368421052631576,19,9,13,6,11.75
14,2037,8,16,1,4,1.0,5.956531047821045,0.7519441843032837,0.790229320526123,1.3656847476959229,1.0918395519256592,0.9999244809150696,0,5,0,5,0.3125,11,11,16,15,13.25
15,2038,8,23,1,4,1.0,-1.8526175022125244,0.7711439728736877,1.8165678977966309,1.2507905960083008,1.409385323524475,1.31197190284729,0,7,3,10,0.43478260869565216,12,23,15,17,16.75
16,2039,8,22,1,4,1.0,8.324772834777832,1.216181993484497,1.699025273323059,0.2193428874015808,0.7158526182174683,0.9626007080078125,0,3,0,3,0.13636363636363635,15,22,3,10,12.5
17,2040,8,23,1,4,1.0,8.228981971740723,0.7666868567466736,1.6711256504058838,0.15036164224147797,1.1178911924362183,0.9265162944793701,0,0,3,3,0.13043478260869565,10,23,2,15,12.5
18,2041,8,14,1,4,1.0,8.00145435333252,0.9052335619926453,0.9321776628494263,1.155731439590454,0.28149551153182983,0.8186595439910889,0,4,0,4,0.2857142857142857,12,13,14,4,10.75
19,2042,8,20,1,4,1.0,6.50178861618042,1.6221973896026611,0.49902796745300293,0.136802077293396,1.440903663635254,0.9247328042984009,0,4,0,4,0.2,20,8,2,19,12.25
0,2023,9,21,1,4,1.0,12.628429412841797,0.323824018239975,0.600256621837616,0.9373579621315002,1.5790467262268066,0.8601213097572327,0,0,0,0,0.0,5,8,12,21,11.5
1,2024,9,13,1,4,1.0,7.35666561126709,0.9799506068229675,0.9705665111541748,0.14198774099349976,0.682571530342102,0.693769097328186,0,5,0,5,0.38461538461538464,13,13,2,9,9.25
2,2025,9,15,1,4,1.0,8.241414070129395,0.4318205416202545,0.29262030124664307,1.1844415664672852,1.025018334388733,0.7334752082824707,0,4,0,4,0.26666666666666666,6,5,15,14,10.0
3,2026,9,20,1,4,1.0,6.394866943359375,1.4540023803710938,1.4494394063949585,0.2362566888332367,0.7846826910972595,0.9810953140258789,0,4,0,4,0.2,20,20,3,10,13.25
4,2027,9,24,1,4,1.0,2.299677848815918,0.3445434272289276,1.4319697618484497,1.882574200630188,1.3982847929000854,1.264343023300171,0,6,0,6,0.25,5,18,24,19,16.5
5,2028,9,26,1,4,1.0,12.43854808807373,0.37946566939353943,0.06187593936920166,2.1789755821228027,0.07850492745637894,0.6747055649757385,0,0,0,0,0.0,5,1,26,1,8.25
6,2029,9,14,1,4,1.0,6.597949028015137,0.7070513963699341,0.8647405505180359,1.0841320753097534,1.1019855737686157,0.9394773244857788,0,5,0,5,0.35714285714285715,10,11,14,14,12.25
7,2030,9,25,1,4,1.0,-0.8435132503509521,1.2072672843933105,0.346077024936676,0.7488484382629395,1.896180272102356,1.049593210220337,0,10,0,10,0.4,15,4,10,25,13.5
8,2031,9,15,1,4,1.0,8.191256523132324,1.0470304489135742,1.1367146968841553,0.631584644317627,0.5172700881958008,0.8331499695777893,0,4,0,4,0.26666666666666666,13,15,8,6,10.5
9,2032,9,20,1,4,1.0,8.210320472717285,1.5844589471817017,1.4518332481384277,0.5970243215560913,0.833534300327301,1.1167126893997192,0,3,0,3,0.15,19,20,7,10,14.0
10,2033,9,31,1,4,1.0,-16.07080841064453,1.11785089969635,0.37608960270881653,0.6844261288642883,2.4463260173797607,1.1561732292175293,0,21,0,21,0.6774193548387096,14,5,9,31,14.75
11,2034,9,24,1,4,1.0,-7.499380588531494,1.478510856628418,0.4983876347541809,1.7583787441253662,0.07197906076908112,0.9518140554428101,0,15,0,15,0.625,20,7,24,1,13.0
12,2035,9,21,1,4,1.0,-1.7213897705078125,0.30878791213035583,1.4692515134811401,0.8123643398284912,1.4278708696365356,1.0045686960220337,0,11,0,11,0.5238095238095238,4,21,10,17,13.0
13,2036,9,23,1,4,1.0,-5.481664657592773,1.886326789855957,1.3437191247940063,0.9302056431770325,1.5673612356185913,1.4319032430648804,0,12,0,12,0.5217391304347826,23,17,13,19,18.0
14,2037,9,21,1,4,1.0,4.730067253112793,1.2437540292739868,0.2765223979949951,0.7629395127296448,1.5647095441818237,0.9619814157485962,0,6,0,6,0.2857142857142857,17,4,9,21,12.75
15,2038,9,37,1,4,1.0,-13.899471282958984,2.7845988273620605,2.0238161087036133,1.1597634553909302,0.7563222646713257,1.6811251640319824,0,14,2,16,0.43243243243243246,37,29,14,10,22.5
16,2039,9,21,1,4,1.0,7.707691192626953,0.6890365481376648,1.6899501085281372,0.35848119854927063,0.7108977437019348,0.8620913624763489,0,4,0,4,0.19047619047619047,9,21,5,10,11.25
17,2040,9,31,1,4,1.0,-11.66069507598877,1.9850374460220337,2.031099319458008,2.246326446533203,0.5191906094551086,1.6954134702682495,0,14,0,14,0.45161290322580644,25,28,31,6,22.5
18,2041,9,30,1,4,1.0,-6.805497169494629,2.307596206665039,1.7767351865768433,2.1703178882598877,0.8833043575286865,1.7844884395599365,0,11,0,11,0.36666666666666664,30,22,26,12,22.5
19,2042,9,20,1,4,1.0,6.493464469909668,1.6237484216690063,0.510233998298645,0.0688735693693161,1.440995693206787,0.9109629392623901,0,4,0,4,0.2,20,8,1,19,12.0
