episode,avg_reward,episode_length,high_priority_success,num_windows,completed_high_total,obstacle_collisions,building_collisions,uav_uav_collisions,total_collisions,terminated_by_collision,mean_steps_to_complete,n_obstacles,inspection_z_fraction,completion_xy_radius,completion_z_tol,uav_sep,uav_sep_penalty,obstacle_collision_penalty,building_collision_penalty,uav_collision_penalty,terminate_on_collision
2275,21.538036346435547,300,1.0,2,8,1,1,0,2,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2276,23.537843704223633,300,1.0,2,8,0,2,0,2,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2277,4.48638916015625,300,0.75,2,6,0,1,0,1,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2278,3.4688262939453125,300,1.0,2,8,3,3,0,6,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2279,1.200465202331543,300,1.0,2,8,5,1,0,6,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2280,-8.604665756225586,300,0.75,2,6,3,0,0,3,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2281,25.31928253173828,300,1.0,2,8,0,3,0,3,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2282,23.37165069580078,300,1.0,2,8,1,2,0,3,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2283,4.851467132568359,300,1.0,2,8,2,1,0,3,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2284,11.48838996887207,300,1.0,2,8,4,0,0,4,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2285,15.739386558532715,300,0.875,2,7,0,1,0,1,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2286,20.598308563232422,300,1.0,2,8,0,1,1,2,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2287,-8.473857879638672,300,1.0,2,8,2,4,0,6,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2288,20.385189056396484,300,1.0,2,8,0,1,0,1,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2289,13.949393272399902,300,1.0,2,8,1,2,0,3,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2290,2.474853754043579,300,0.875,2,7,0,3,0,3,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2291,15.855072021484375,300,1.0,2,8,0,0,0,0,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2292,27.887632369995117,300,1.0,2,8,2,0,0,2,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2293,27.586746215820312,300,1.0,2,8,0,1,0,1,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2294,28.639490127563477,300,1.0,2,8,2,1,0,3,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2295,26.56941032409668,300,1.0,2,8,0,1,0,1,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2296,-42.24957275390625,300,0.875,2,7,3,3,3,9,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2297,13.97281551361084,300,1.0,2,8,0,1,0,1,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2298,-0.6231288909912109,300,1.0,2,8,6,1,0,7,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2299,25.254425048828125,300,1.0,2,8,0,0,0,0,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2300,-12.58016586303711,300,0.875,2,7,1,3,0,4,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2301,-2.4988107681274414,300,1.0,2,8,5,0,0,5,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2302,-36.288856506347656,300,0.75,2,6,2,4,0,6,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2303,30.363792419433594,300,1.0,2,8,0,1,0,1,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2304,32.060997009277344,300,1.0,2,8,1,0,0,1,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2305,-5.623626708984375,300,0.75,2,6,0,1,0,1,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2306,14.832801818847656,300,1.0,2,8,0,2,0,2,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2307,-26.02758026123047,300,0.875,2,7,0,5,2,7,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2308,12.999105453491211,300,0.875,2,7,2,2,0,4,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2309,28.170969009399414,300,1.0,2,8,0,1,0,1,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2310,32.536842346191406,300,1.0,2,8,0,0,0,0,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2311,-10.632129669189453,300,1.0,2,8,4,3,0,7,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2312,14.405437469482422,300,1.0,2,8,0,2,0,2,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2313,-0.04532814025878906,300,1.0,2,8,3,0,0,3,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2314,22.33218765258789,300,1.0,2,8,0,3,0,3,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2315,16.227001190185547,300,0.875,2,7,0,2,0,2,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2316,24.887048721313477,300,1.0,2,8,0,2,0,2,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2317,24.56031608581543,300,1.0,2,8,1,0,0,1,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2318,10.621819496154785,300,1.0,2,8,3,2,0,5,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2319,16.02334976196289,300,1.0,2,8,0,3,0,3,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2320,16.98869514465332,300,1.0,2,8,1,5,0,6,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2321,7.851008415222168,300,1.0,2,8,1,4,0,5,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2322,11.343356132507324,300,0.875,2,7,1,1,0,2,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2323,-19.780195236206055,300,0.75,2,6,2,2,0,4,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2324,11.864763259887695,300,0.875,2,7,0,3,0,3,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2325,-8.615655899047852,300,1.0,2,8,2,6,0,8,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2326,-5.0899810791015625,300,1.0,2,8,0,8,0,8,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2327,35.42332458496094,300,1.0,2,8,0,1,0,1,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2328,35.86420822143555,300,1.0,2,8,0,0,0,0,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2329,31.731714248657227,300,1.0,2,8,0,0,0,0,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2330,1.4579906463623047,300,0.875,2,7,2,0,0,2,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2331,22.634578704833984,300,1.0,2,8,2,0,0,2,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2332,16.265825271606445,300,1.0,2,8,1,0,0,1,0,nan,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2333,6.381239891052246,300,0.875,2,7,1,2,0,3,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2334,15.945638656616211,300,1.0,2,8,2,1,0,3,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2335,-30.61534881591797,300,0.75,2,6,0,2,3,5,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2336,22.167829513549805,300,1.0,2,8,0,1,0,1,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2337,-27.685096740722656,300,0.75,2,6,7,4,0,11,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2338,-4.570085525512695,300,1.0,2,8,1,2,2,5,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2339,20.082321166992188,300,1.0,2,8,0,2,0,2,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2340,14.369468688964844,300,1.0,2,8,0,2,0,2,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2341,24.104156494140625,300,1.0,2,8,2,1,0,3,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2342,-1.0692920684814453,300,0.875,2,7,0,2,0,2,0,nan,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2343,19.0941104888916,300,1.0,2,8,2,0,0,2,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2344,9.700615882873535,300,1.0,2,8,1,3,0,4,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2345,25.45809555053711,300,1.0,2,8,1,1,0,2,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2346,9.00545883178711,300,1.0,2,8,2,2,0,4,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2347,13.879677772521973,300,0.875,2,7,0,2,0,2,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2348,4.286581516265869,300,1.0,2,8,1,4,0,5,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2349,-0.5101203918457031,300,0.875,2,7,1,1,0,2,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2350,25.03251838684082,300,1.0,2,8,0,1,0,1,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2351,-8.774038314819336,300,0.875,2,7,3,4,0,7,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2352,-1.285757064819336,300,0.875,2,7,3,2,0,5,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2353,23.004375457763672,300,1.0,2,8,0,1,0,1,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2354,19.806081771850586,300,1.0,2,8,0,3,0,3,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2355,26.471622467041016,300,1.0,2,8,0,1,0,1,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2356,9.870386123657227,300,0.875,2,7,0,1,0,1,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2357,-29.589263916015625,300,1.0,2,8,2,6,2,10,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2358,-33.42750549316406,300,0.875,2,7,0,4,5,9,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2359,19.012310028076172,300,1.0,2,8,1,1,0,2,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2360,28.069732666015625,300,1.0,2,8,0,0,0,0,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2361,0.14890480041503906,300,1.0,2,8,3,3,0,6,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2362,22.21923065185547,300,0.875,2,7,0,1,0,1,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2363,14.33034896850586,300,1.0,2,8,0,5,0,5,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2364,18.279277801513672,300,1.0,2,8,3,0,0,3,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2365,9.206457138061523,300,1.0,2,8,1,3,0,4,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2366,-13.140460014343262,300,1.0,2,8,3,5,1,9,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2367,-2.380655288696289,300,0.875,2,7,2,2,0,4,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2368,5.385103702545166,300,1.0,2,8,1,3,1,5,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2369,24.24730682373047,300,1.0,2,8,1,0,0,1,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2370,-31.928632736206055,300,0.875,2,7,10,2,0,12,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2371,12.23946762084961,300,1.0,2,8,1,3,0,4,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2372,26.992069244384766,300,1.0,2,8,1,0,0,1,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2373,0.6122088432312012,300,0.875,2,7,1,2,0,3,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2374,26.239049911499023,300,1.0,2,8,1,0,0,1,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2375,4.561206340789795,300,1.0,2,8,3,0,0,3,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2376,-17.365062713623047,300,0.875,2,7,2,5,1,8,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2377,5.073219299316406,300,0.875,2,7,1,2,0,3,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2378,16.54688835144043,300,1.0,2,8,1,1,0,2,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2379,-26.307449340820312,300,0.75,2,6,1,0,2,3,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2380,10.231258392333984,300,1.0,2,8,2,2,1,5,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2381,17.758739471435547,300,0.875,2,7,0,0,0,0,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2382,0.9178459644317627,300,1.0,2,8,4,1,0,5,0,nan,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2383,26.322904586791992,300,1.0,2,8,0,2,0,2,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2384,14.899532318115234,300,1.0,2,8,0,4,0,4,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2385,12.514546394348145,300,0.875,2,7,0,1,0,1,0,nan,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2386,17.59593963623047,300,1.0,2,8,3,0,0,3,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2387,-12.697750091552734,300,1.0,2,8,2,3,1,6,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2388,20.62796401977539,300,1.0,2,8,0,3,0,3,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2389,4.090170860290527,300,0.875,2,7,0,2,0,2,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2390,30.965137481689453,300,1.0,2,8,0,2,0,2,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2391,4.964834213256836,300,1.0,2,8,0,3,2,5,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2392,3.820004463195801,300,0.875,2,7,1,2,0,3,0,nan,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2393,-13.329122543334961,300,0.75,2,6,2,3,0,5,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2394,31.513364791870117,300,1.0,2,8,0,1,0,1,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2395,8.52551555633545,300,1.0,2,8,0,2,0,2,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2396,-20.06679344177246,300,1.0,2,8,0,3,3,6,0,nan,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2397,2.7126669883728027,300,1.0,2,8,0,2,1,3,0,nan,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2398,22.138690948486328,300,1.0,2,8,1,4,0,5,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2399,-4.776119232177734,300,1.0,2,8,4,1,2,7,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2400,21.949487686157227,300,1.0,2,8,1,1,0,2,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2401,19.79959487915039,300,0.875,2,7,0,2,0,2,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2402,10.00713062286377,300,1.0,2,8,1,2,0,3,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2403,25.044784545898438,300,1.0,2,8,0,2,0,2,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2404,0.6212520599365234,300,1.0,2,8,0,4,2,6,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2405,21.517305374145508,300,1.0,2,8,1,1,0,2,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2406,19.307209014892578,300,1.0,2,8,1,3,0,4,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2407,-0.5518035888671875,300,1.0,2,8,5,1,1,7,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2408,-2.312554359436035,300,1.0,2,8,1,4,0,5,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2409,16.975955963134766,300,1.0,2,8,1,1,0,2,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2410,10.97570514678955,300,1.0,2,8,0,4,0,4,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2411,13.87391185760498,300,1.0,2,8,1,3,0,4,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2412,6.5927324295043945,300,1.0,2,8,0,2,1,3,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2413,20.26507568359375,300,1.0,2,8,0,1,0,1,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2414,9.670881271362305,300,1.0,2,8,2,2,0,4,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2415,7.973440170288086,300,0.75,2,6,0,0,0,0,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2416,6.521358489990234,300,1.0,2,8,2,3,0,5,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2417,19.015424728393555,300,1.0,2,8,3,1,0,4,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2418,27.276123046875,300,1.0,2,8,0,1,0,1,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2419,5.193058967590332,300,1.0,2,8,2,2,1,5,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2420,15.107633590698242,300,1.0,2,8,1,1,0,2,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2421,-1.2271075248718262,300,1.0,2,8,3,1,1,5,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2422,-10.144169807434082,300,0.875,2,7,1,5,0,6,0,nan,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2423,2.0004026889801025,300,1.0,2,8,4,2,0,6,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2424,10.348899841308594,300,1.0,2,8,0,1,1,2,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2425,15.47457504272461,300,1.0,2,8,1,1,0,2,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2426,25.637176513671875,300,1.0,2,8,0,2,0,2,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2427,29.539379119873047,300,1.0,2,8,1,0,0,1,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2428,4.035421848297119,300,1.0,2,8,0,1,2,3,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2429,29.738605499267578,300,1.0,2,8,0,1,0,1,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2430,10.83834457397461,300,1.0,2,8,2,2,1,5,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2431,20.143596649169922,300,0.875,2,7,0,1,0,1,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2432,29.923324584960938,300,1.0,2,8,0,1,0,1,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2433,23.84131622314453,300,1.0,2,8,0,2,0,2,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2434,31.397018432617188,300,1.0,2,8,1,0,0,1,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2435,8.491157531738281,300,1.0,2,8,1,2,0,3,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2436,23.31744956970215,300,1.0,2,8,0,2,0,2,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2437,4.925017356872559,300,0.875,2,7,0,2,0,2,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2438,10.01513385772705,300,1.0,2,8,2,2,0,4,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2439,11.180635452270508,300,0.875,2,7,0,0,0,0,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2440,29.381013870239258,300,1.0,2,8,1,0,0,1,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2441,-0.049802541732788086,300,1.0,2,8,0,4,1,5,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2442,33.550071716308594,300,1.0,2,8,0,0,0,0,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2443,31.549535751342773,300,1.0,2,8,0,1,0,1,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2444,30.282230377197266,300,1.0,2,8,0,1,0,1,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2445,-21.65147590637207,300,0.5,2,4,0,3,0,3,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2446,27.67200469970703,300,1.0,2,8,1,1,0,2,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2447,3.0713844299316406,300,1.0,2,8,3,1,1,5,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2448,4.28834342956543,300,0.875,2,7,3,0,0,3,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2449,-11.779433250427246,300,0.75,2,6,2,0,0,2,0,nan,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2450,-10.416321754455566,300,0.875,2,7,2,2,1,5,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2451,-22.41985321044922,300,0.875,2,7,0,10,1,11,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2452,4.151123046875,300,0.875,2,7,1,1,0,2,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2453,11.61535930633545,300,1.0,2,8,0,2,0,2,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2454,18.19551658630371,300,1.0,2,8,0,2,0,2,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2455,-2.062954902648926,300,1.0,2,8,1,5,0,6,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2456,20.674257278442383,300,0.875,2,7,0,0,0,0,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2457,12.593070030212402,300,1.0,2,8,3,1,0,4,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2458,24.564529418945312,300,1.0,2,8,0,3,0,3,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2459,22.081554412841797,300,1.0,2,8,1,0,0,1,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2460,22.42255973815918,300,1.0,2,8,1,2,0,3,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2461,7.410884857177734,300,1.0,2,8,3,1,0,4,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2462,-26.169662475585938,300,0.625,2,5,2,2,0,4,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2463,26.02840232849121,300,1.0,2,8,0,1,0,1,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2464,13.602285385131836,300,1.0,2,8,1,3,0,4,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2465,-3.1297807693481445,300,1.0,2,8,3,3,0,6,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2466,-42.240299224853516,300,0.875,2,7,3,6,2,11,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
2467,0.2620058059692383,300,0.875,2,7,2,4,0,6,0,1.0,2,0.5,0.2,0.08,0.15,1.0,15.0,15.0,15.0,0
